Molecule_ID,ext,External_ID,Gene,Name,Source_acc,Regulation_case.control,Validation,Scores
A839A,,PDIP3_HUMAN,POLDIP3;PDIP46,Polymerase delta-interacting protein 3,A_23_P502269,ratio: 3.48,ratio_log2fc: 1.80,,p-value: 0.013999
A839B,,ASPX_HUMAN,ACRV1,Acrosomal protein SP-10 precursor,A_23_P202894,ratio: 0.15,ratio_log2fc: -2.71,,p-value: 0.013999
A839D,,PRR16_HUMAN,PRR16,Proline-rich protein 16,A_24_P20746,ratio: 0.15,ratio_log2fc: -2.69,,p-value: 0.013999
A839F,,CK001_HUMAN,,UPF0686 protein C11ORF1,A_24_P406939,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A8404,,CYTM_HUMAN,CST6,Cystatin M precursor,A_23_P146946,ratio: 0.06,ratio_log2fc: -3.98,,p-value: 0.002971
A840H,,PIHD1_HUMAN,PIH1D1;NOP17,PIH1 domain-containing protein 1,A_23_P90155,ratio: 5.37,ratio_log2fc: 2.42,,p-value: 0.015185
A8411,,EPPI_HUMAN,EPPIN;SPINLW1;SPINLW1-WFDC6,Eppin precursor,A_23_P210503,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A841A,,PER1_HUMAN,PER1;PER;RIGUI,Period circadian protein 1,A_23_P89589,ratio: 9.93,ratio_log2fc: 3.31,,p-value: 0.005506
A841H,,PILRB_HUMAN,PILRB;FDFACT;PP1551,Activating receptor PILRbeta,A_24_P403244,ratio: 8.87,ratio_log2fc: 3.15,,p-value: 0.013999
A8420,,ILEU_HUMAN,SERPINB1;ELANH2;MNEI,Leukocyte elastase inhibitor,A_24_P269315,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 0.013999
A8427,,ISK1_HUMAN,SPINK1;PSTI,Pancreatic secretory trypsin inhibitor precursor,A_23_P214079,ratio: 48.24,ratio_log2fc: 5.59,,p-value: 0.013999
A8428,,ISK2_HUMAN,SPINK2,Acrosin-trypsin inhibitor II precursor,A_23_P155688,ratio: 0.07,ratio_log2fc: -3.93,,p-value: 0.008961
A842J,,TM11B_HUMAN,TMPRSS11B;HATL5,Transmembrane protease;serine 11B,A_23_P81190,ratio: 0.17,ratio_log2fc: -2.55,,p-value: 0.013999
A8438,,KAIN_HUMAN,SERPINA4;KST;PI4,Kallistatin precursor,A_23_P25720,ratio: 6.52,ratio_log2fc: 2.71,,p-value: 0.013999
A843B,,B3A4_HUMAN,SLC4A9;AE4;SBC5,Anion exchange protein 4,A_23_P257176,ratio: 18.89,ratio_log2fc: 4.24,,p-value: 0.006579
A8458,,PROL1_HUMAN,PROL1;BPLP,Proline-rich protein 1 precursor,A_24_P402855,ratio: 0.15,ratio_log2fc: -2.71,,p-value: 0.013999
A845H,,PIT1_HUMAN,Pit-1;POU1F1;GHF1,Pituitary-specific positive transcription factor 1,A_23_P155539,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A845I,,TM241_HUMAN,TMEM241;hVVT,Transmembrane protein C18ORF45,A_23_P89824,ratio: 0.26,ratio_log2fc: -1.96,,p-value: 0.013999
A846D,,PSG3_HUMAN,PSG3,Pregnancy-specific beta-1-glycoprotein 3 precursor,A_23_P56347,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A8473,,RGS12_HUMAN,RGS12,Regulator of G-protein signaling 12,A_23_P352435,ratio: 6.51,ratio_log2fc: 2.70,,p-value: 0.013999
A8474,,RGS13_HUMAN,RGS13,Regulator of G-protein signaling 13,A_23_P500093,ratio: 0.14,ratio_log2fc: -2.85,,p-value: 0.013999
A8475,,RGS17_HUMAN,RGS17,Regulator of G-protein signaling 17,A_23_P156861,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.01415
A847A,,PHF14_HUMAN,PHF14,PHD finger protein 14,A_23_P134384,ratio: 0.29,ratio_log2fc: -1.80,,p-value: 0.014185
A847D,,PSG4_HUMAN,PSG4;CGM4,Pregnancy-specific beta-1-glycoprotein 4,A_23_P5103,ratio: 0.15,ratio_log2fc: -2.69,,p-value: 0.013999
A847F,,CK086_HUMAN,,Uncharacterized protein C11ORF86,A_32_P524904,ratio: 4.9,ratio_log2fc: 2.29,,p-value: 0.015038
A8483,,SOCS4_HUMAN,SOCS4;SOCS7,Suppressor of cytokine signaling 4,A_24_P90637,ratio: 0.15,ratio_log2fc: -2.73,,p-value: 0.013999
A8485,,SPA11_HUMAN,SERPINA11;CS0DM004YD06,Serine (or cysteine) proteinase inhibitor;clade A (alpha-antiproteinase;antitrypsin);member 11,A_23_P105973,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A848H,X,PITM3_HUMAN,PITPNM3;NIR1,Membrane-associated phosphatidylinositol transfer protein 3,A_23_P66753,ratio: 0.15,ratio_log2fc: -2.71,,p-value: 0.013999
A848K,,ETV3L_HUMAN,ETV3L,ETS translocation variant 3-like protein,A_32_P96000,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A8498,,SPB12_HUMAN,SERPINB12,Serpin B12,A_23_P107623,ratio: 0.16,ratio_log2fc: -2.67,,p-value: 0.013999
A8499,,SPB13_HUMAN,HUR 7;SERPINB13;PI13,Hurpin,A_23_P432978,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A8499,,SPB13_HUMAN,HUR 7;SERPINB13;PI13,Hurpin,A_24_P104689,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A849J,,DBX2_HUMAN,DBX2,Homeobox protein DBX2,A_24_P110503,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A8502,,SPB5_HUMAN,SERPINB5;PI5,Maspin precursor,A_24_P212086,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.013999
A8503,,SPB6_HUMAN,SERPINB6;PI6;PTI,Serpin B6,A_23_P70355,ratio: 6.79,ratio_log2fc: 2.76,,p-value: 0.006399
A8503,,SPB6_HUMAN,SERPINB6;PI6;PTI,Serpin B6,A_24_P838743,ratio: 4.19,ratio_log2fc: 2.07,,p-value: 0.010192
A8505,,SPB8_HUMAN,SERPINB8;PI8,Cytoplasmic antiproteinase 2,A_24_P147461,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A8506,X,SPB9_HUMAN,SERPINB9;PI9;KE4/cl. 21,Cytoplasmic antiproteinase 3,A_23_P30687,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A8509,,SPIT1_HUMAN,SPINT1;HAI1;UNQ223/PRO256,Kunitz-type protease inhibitor 1 precursor,A_23_P49060,ratio: 4.83,ratio_log2fc: 2.27,,p-value: 0.01377
A8514,,TFPI2_HUMAN,TFPI2,Tissue factor pathway inhibitor 2 precursor,A_24_P95070,ratio: 0.23,ratio_log2fc: -2.12,,p-value: 0.013999
A8516,,TICN3_HUMAN,SPOCK3;TICN3;UNQ409/PRO771,Testican-3 precursor,A_32_P128952,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A8527,,WFDC2_HUMAN,WFDC2;HE4;WAP5,WAP four-disulfide core domain protein 2 precursor,A_23_P218675,ratio: 0.15,ratio_log2fc: -2.78,,p-value: 0.013999
A852H,,PK3CG_HUMAN,PIK3CG;PI3CG,Phosphoinositide-3-kinase;catalytic;gamma polypeptide,A_23_P251359,ratio: 0.13,ratio_log2fc: -2.98,,p-value: 0.013999
A8530,,WFDC8_HUMAN,WFDC8;WAP8,WAP four-disulfide core domain protein 8 precursor,A_32_P873201,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.013999
A853H,X,PKDCC_HUMAN,PKDCC;SGK493;VLK,Protein kinase-like protein SGK493,A_32_P112493,ratio: 3.55,ratio_log2fc: 1.83,,p-value: 0.013999
A853J,,FA46D_HUMAN,FAM46D,Family with sequence similarity 46;member D,A_23_P402919,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A854H,,PKHA4_HUMAN,PLEKHA4;PEPP1,Pleckstrin homology domain-containing family A member 4,A_24_P408047,ratio: 0.22,ratio_log2fc: -2.16,,p-value: 0.013999
A855B,,CABP8_HUMAN,CALN1;CABP8,Calneuron 1,A_32_P133999,ratio: 0.18,ratio_log2fc: -2.50,,p-value: 0.014798
A856C,,BEND2_HUMAN,BEND2,BEN domain-containing protein 2,A_23_P350591,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A856D,,WF10A_HUMAN,WFDC10A;WAP10,WAP four-disulfide core domain protein 10A precursor,A_23_P368847,ratio: 0.14,ratio_log2fc: -2.85,,p-value: 0.013999
A857B,,CALB1_HUMAN,CALB1;CAB27,Calbindin,A_23_P43197,ratio: 35.63,ratio_log2fc: 5.15,,p-value: 0.004547
A858B,,CAPS1_HUMAN,CADPS;CAPS;CAPS1,Calcium-dependent secretion activator 1,A_24_P912167,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A858J,,OR6A2_HUMAN,OR6A2;OR6A1;OR6A2P,Olfactory receptor 6A1,A_23_P64448,ratio: 0.16,ratio_log2fc: -2.68,,p-value: 0.014185
A859G,,IFNA7_HUMAN,IFNA7,Interferon alpha-7 precursor,A_23_P157920,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.013999
A8613,,DQA1_HUMAN,HLA-DQA1;HLA-DRA;HLA DQA1,HLA class II histocompatibility antigen;DQ(1) alpha chain precursor,A_24_P393230,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A861G,,IFNE_HUMAN,IFNE;IFNE1;UNQ360/PRO655,Interferon tau-1,A_23_P302060,ratio: 0.23,ratio_log2fc: -2.10,,p-value: 0.01403
A862B,,CBLN1_HUMAN,CBLN1,Cerebellin-1 precursor,A_24_P313431,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A862C,X,BOLA1_HUMAN,BOLA1;CGI-143,BOLA-like protein 1,A_24_P54230,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A862H,,PKHJ1_HUMAN,PLEKHJ1;GNRPX,Pleckstrin-like domain containing protein,A_24_P202717,ratio: 8.45,ratio_log2fc: 3.08,,p-value: 0.013999
A863B,,CBLN4_HUMAN,CBLN4;CBLNL1;UNQ718/PRO1382,Cerebellin-4 precursor,A_23_P313428,ratio: 0.15,ratio_log2fc: -2.77,,p-value: 0.013999
A863G,,IFNK_HUMAN,IFNK;UNQ6124/PRO20084;UNQ6124,Interferon kappa,A_23_P310372,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A863H,,PKHM2_HUMAN,PLEKHM2;SKIP,Pleckstrin homology domain-containing family M member 2,A_23_P351342,ratio: 4.99,ratio_log2fc: 2.32,,p-value: 0.009775
A8641,X,2AAB_HUMAN,PPP2R1B,Serine/threonine protein phosphatase 2A;65 kDa regulatory subunit A;beta isoform,A_24_P98762,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A8648,,AGAP3_HUMAN,AGAP3;CENTG3;MRIP-1,Centaurin gamma 3,A_24_P317622,ratio: 9.27,ratio_log2fc: 3.21,,p-value: 0.00656
A864F,,CL12A_HUMAN,CLEC12B;CLEC12A;CLL1,C-type lectin domain family 12 member A,A_23_P128470,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A8656,,ANKZ1_HUMAN,ANKZF1;ZNF744,Ankyrin repeat and zinc finger domain-containing protein 1,A_23_P119907,ratio: 6.37,ratio_log2fc: 2.67,,p-value: 0.006399
A8659,X,ANR44_HUMAN,ANKRD44,Ankyrin repeat domain-containing protein 44,A_24_P128713,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A865F,,CL12B_HUMAN,CLEC12B;UNQ5782/PRO16089;UNQ5782,C-type lectin domain family 12 member B,A_23_P204671,ratio: 0.17,ratio_log2fc: -2.55,,p-value: 0.013999
A866B,,CETP_HUMAN,CETP,Cholesteryl ester transfer protein precursor,A_23_P49376,ratio: 4.05,ratio_log2fc: 2.02,,p-value: 0.013999
A866G,,IFT52_HUMAN,IFT52;NGD5;CGI-53,Intraflagellar transport protein 52 homolog,A_23_P165959,ratio: 0.27,ratio_log2fc: -1.90,,p-value: 0.013999
A866G,,IFT52_HUMAN,IFT52;NGD5;CGI-53,Intraflagellar transport protein 52 homolog,A_23_P165962,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 0.013999
A8677,,ASB16_HUMAN,ASB16,Ankyrin repeat and SOCS box protein 16,A_23_P118581,ratio: 0.11,ratio_log2fc: -3.12,,p-value: 0.013999
A867F,,CLASR_HUMAN,SFRS16;CLASRP;SWAP2,CLK4-associating serine/arginine rich protein,A_23_P78517,ratio: 3.54,ratio_log2fc: 1.83,,p-value: 0.013999
A8682,,ATRAP_HUMAN,AGTRAP;ATRAP,Type-1 Angiotensin II receptor associated protein,A_23_P158596,ratio: 3.09,ratio_log2fc: 1.63,,p-value: 0.013999
A868F,X,CLC1A_HUMAN,CLEC1A;CLEC1;UNQ569/PRO1131,C-type lectin domain family 1 member A,A_24_P360993,ratio: 0.19,ratio_log2fc: -2.41,,p-value: 0.014576
A868I,,TMC7_HUMAN,TMC7,Transmembrane channel-like protein 7,A_23_P140928,ratio: 0.13,ratio_log2fc: -2.98,,p-value: 0.009176
A8690,,C2C4A_HUMAN,C2CD4A;FAM148A;NLF1,C2 calcium-dependent domain-containing protein 4A,A_32_P509169,ratio: 4.55,ratio_log2fc: 2.19,,p-value: 0.013999
A8701,,CASB_HUMAN,CSN2;CASB,Beta casein precursor,A_23_P144394,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A870B,,CHM4B_HUMAN,CHMP4B;SHAX1;SNF7-2,Charged multivesicular body protein 4B,A_23_P28969,ratio: 5.13,ratio_log2fc: 2.36,,p-value: 0.013999
A8710,,CDKAL_HUMAN,CDKAL1,CDK5 regulatory subunit associated protein 1-like 1,A_23_P73058,ratio: 0.13,ratio_log2fc: -3.00,,p-value: 0.013367
A8714,,CK5P1_HUMAN,CDK5RAP1;CGI-05;HSPC167,CDK5 regulatory subunit associated protein 1,A_23_P257278,ratio: 4.23,ratio_log2fc: 2.08,,p-value: 0.013999
A8718,,CNPY3_HUMAN,CNPY3;CTG4A;ERDA5,Protein Canopy homolog 3 precursor,A_23_P19352,ratio: 2.89,ratio_log2fc: 1.53,,p-value: 0.014132
A871J,,CA064_HUMAN,,Hypothetical protein,A_32_P232455,ratio: 3.24,ratio_log2fc: 1.70,,p-value: 0.013999
A8722,,COL_HUMAN,CLPS,Colipase precursor,A_23_P8142,ratio: 4,ratio_log2fc: 2.00,,p-value: 0.01204
A8723,,COMD2_HUMAN,COMMD2;HSPC042;My004,COMM domain-containing protein 2,A_23_P40782,ratio: 0.32,ratio_log2fc: -1.62,,p-value: 0.013999
A872A,X,PRAME_HUMAN,PRAME;MAPE;OIP4,Melanoma antigen preferentially expressed in tumors,A_23_P166360,ratio: 0.21,ratio_log2fc: -2.23,,p-value: 0.013999
A872G,,IKBL1_HUMAN,NFKBIL1;IKBL,I kappa B-like protein,A_23_P145301,ratio: 4.3,ratio_log2fc: 2.11,,p-value: 0.013999
A8737,,CUL7_HUMAN,CUL7,Cullin 7,A_23_P19348,ratio: 4.91,ratio_log2fc: 2.30,,p-value: 0.010185
A8739,,DAB2P_HUMAN,DAB2IP;AF9Q34;AIP1,Disabled homolog 2-interacting protein,A_23_P123848,ratio: 4.53,ratio_log2fc: 2.18,,p-value: 0.013999
A873A,,PRC2A_HUMAN,BAT2;PRRC2A;G2,Large proline-rich protein BAT2,A_24_P641130,ratio: 3.65,ratio_log2fc: 1.87,,p-value: 0.013999
A8740,,DAOA_HUMAN,DAOA;G72,D-amino acid oxidase activator,A_24_P155617,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A874F,,CLC4K_HUMAN,CD207;CLEC4K,C-type lectin domain family 4 member K,A_23_P39790,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A874G,,IKBZ_HUMAN,NFKBIZ;IKBZ;INAP,NF-kappa-B inhibitor zeta,A_23_P212089,ratio: 0.19,ratio_log2fc: -2.43,,p-value: 0.013999
A8751,X,DOC11_HUMAN,DOCK11;ZIZ2,Dedicator of cytokinesis 11,A_23_P148584,ratio: 0.28,ratio_log2fc: -1.84,,p-value: 0.013999
A8754,,DOCK5_HUMAN,DOCK5,Dedicator of cytokinesis protein 5,A_23_P60089,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A8758,,DPP10_HUMAN,DPP10;DPRP3,Inactive dipeptidyl peptidase 10,A_23_P102278,ratio: 0.13,ratio_log2fc: -2.90,,p-value: 0.013999
A8758,,DPP10_HUMAN,DPP10;DPRP3,Inactive dipeptidyl peptidase 10,A_24_P140057,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A8759,,EDN2_HUMAN,EDN2,Endothelin-2 precursor,A_23_P312150,ratio: 0.06,ratio_log2fc: -3.98,,p-value: 0.013999
A875A,,PRD13_HUMAN,PRDM13;PFM10,PR-domain zinc finger protein 13,A_23_P256581,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A875G,,IL11_HUMAN,IL11,Interleukin-11 precursor,A_23_P67169,ratio: 0.29,ratio_log2fc: -1.81,,p-value: 0.013999
A8762,,EFHC1_HUMAN,EFHC1,EF-hand domain-containing protein 1,A_32_P99825,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.014114
A8767,,ERMAP_HUMAN,ERMAP;RD;SC,Erythroid membrane-associated protein precursor,A_24_P96857,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A876G,,IL12A_HUMAN,IL12A;NKSF1,Interleukin-12 alpha chain precursor,A_23_P91943,ratio: 0.14,ratio_log2fc: -2.83,,p-value: 0.015278
A8778,,FBX32_HUMAN,FBXO32,F-box only protein 32,A_24_P218259,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A877F,,CLCKB_HUMAN,CLCNKB,Chloride channel protein CLC-KB,A_24_P224966,ratio: 14.44,ratio_log2fc: 3.85,,p-value: 0.003182
A877J,,R114L_HUMAN,,PREDICTED: Hypothetical protein XP_208778,A_24_P127528,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A8789,,FGRL1_HUMAN,FGFRL1;FGFR5;FHFR,Fibroblast growth factor receptor-like 1 precursor,A_23_P92349,ratio: 5.95,ratio_log2fc: 2.57,,p-value: 0.00598
A878B,,CLCA1_HUMAN,CLCA1;CACC1;HCLCA1,Chloride channel;calcium activated;family member 1 precursor,A_23_P51217,ratio: 0.15,ratio_log2fc: -2.77,,p-value: 0.013999
A878G,,IL13_HUMAN,IL13;NC30,Interleukin-13 precursor,A_23_P251031,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.013999
A8795,,FXL16_HUMAN,FBXL16;FBL16;CG14134,F-box/LRR-repeat protein 16,A_23_P406385,ratio: 0.27,ratio_log2fc: -1.86,,p-value: 0.01502
A8799,,GAS6_HUMAN,GAS6;AXLLG;FLJ44569,Growth arrest-specific protein 6 precursor,A_23_P146922,ratio: 16,ratio_log2fc: 4.00,,p-value: 0.002621
A879B,,CLCA2_HUMAN,CLCA2;CACC3;HCLCA2,Calcium-activated chloride channel regulator 2,A_23_P397248,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A879H,,PLCX1_HUMAN,PLCXD1,PI-PLC X domain-containing protein 1,A_23_P72583,ratio: 0.13,ratio_log2fc: -2.90,,p-value: 0.013999
A880I,,TMM26_HUMAN,TMEM26,Transmembrane protein 26,A_23_P382240,ratio: 0.17,ratio_log2fc: -2.55,,p-value: 0.014052
A8810,X,GIMA4_HUMAN,GIMAP4;IAN1;IMAP4,Immunity-associated protein 4,A_24_P209455,ratio: 0.21,ratio_log2fc: -2.23,,p-value: 0.013999
A8815,,GNL1_HUMAN,GNL1;HSR1,Guanine nucleotide-binding protein-like 1,A_23_P145289,ratio: 4.97,ratio_log2fc: 2.31,,p-value: 0.013999
A881A,,PRP31_HUMAN,PRPF31;PRP31;NY-BR-99,U4/U6 snRNP-associated 61 kDa protein,A_23_P142022,ratio: 5.97,ratio_log2fc: 2.58,,p-value: 0.006069
A881H,,PLCZ1_HUMAN,PLCZ1,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase zeta-1",A_23_P105524,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A881J,,CYLC1_HUMAN,CYLC1;CYL;CYL1,Cylicin I,A_23_P398197,ratio: 0.17,ratio_log2fc: -2.52,,p-value: 0.014492
A8827,,H1BP3_HUMAN,HS1BP3,HCLS1-binding protein 3,A_23_P165548,ratio: 4.84,ratio_log2fc: 2.28,,p-value: 0.010669
A8827,,H1BP3_HUMAN,HS1BP3,HCLS1-binding protein 3,A_24_P42564,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.014147
A8828,,HAP28_HUMAN,PDAP1;HASPP28,28 kDa heat- and acid-stable phosphoprotein,A_23_P151198,ratio: 5.34,ratio_log2fc: 2.42,,p-value: 0.013999
A882H,,PLD5_HUMAN,PLD5,Inactive phospholipase D5,A_23_P510,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A8832,,HIS3_HUMAN,HTN3;HIS2;CGNL1,Histatin 3 precursor,A_23_P212945,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A8835,,HPCL1_HUMAN,HPCAL1;BDR1,Visinin-like protein 3,A_23_P5831,ratio: 9.8,ratio_log2fc: 3.29,,p-value: 0.006257
A8836,,HPCL4_HUMAN,HPCAL4,Hippocalcin like protein 4,A_24_P139665,ratio: 0.22,ratio_log2fc: -2.19,,p-value: 0.014197
A883B,,CLCN7_HUMAN,CLCN7,Chloride channel protein 7,A_23_P129334,ratio: 4.7,ratio_log2fc: 2.23,,p-value: 0.013999
A883D,,TMM92_HUMAN,TMEM92;UNQ5801/PRO19608;UNQ5801,Transmembrane protein 92 precursor,A_23_P38388,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A883G,,IL18R_HUMAN,IL18R1;IL1RRP,Interleukin-18 receptor 1 precursor,A_23_P39735,ratio: 0.18,ratio_log2fc: -2.50,,p-value: 0.015069
A8861,,LIPA4_HUMAN,PPFIA4,Liprin-alpha-4,A_23_P420692,ratio: 6.86,ratio_log2fc: 2.78,,p-value: 0.013999
A886A,,PTOV1_HUMAN,PTOV1;ACID2;PP642,Prostate tumor overexpressed gene 1 protein,A_23_P325080,ratio: 9.13,ratio_log2fc: 3.19,,p-value: 0.005776
A886A,,PTOV1_HUMAN,PTOV1;ACID2;PP642,Prostate tumor overexpressed gene 1 protein,A_24_P219808,ratio: 7.33,ratio_log2fc: 2.87,,p-value: 0.013999
A886C,,C2D1B_HUMAN,CC2D1B,Coiled-coil and C2 domain-containing protein 1B,A_23_P383031,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A886H,,PLIN5_HUMAN,PLIN5;LSDP5,Perilipin-5,A_23_P39251,ratio: 10.66,ratio_log2fc: 3.41,,p-value: 0.011593
A8871,,LTOR1_HUMAN,LAMTOR1;PDRO;PP7157,RHOA activator C11ORF59,A_23_P2114,ratio: 3.95,ratio_log2fc: 1.98,,p-value: 0.013999
A8875,X,MADD_HUMAN,MADD;DENN;IG20,MAP-kinase activating death domain-containing protein,A_23_P202708,ratio: 4.58,ratio_log2fc: 2.20,,p-value: 0.013999
A887A,X,PTRF_HUMAN,PTRF;FKSG13,Polymerase I and transcript release factor,A_23_P394064,ratio: 0.31,ratio_log2fc: -1.70,,p-value: 0.013999
A887B,,CNNM3_HUMAN,CNNM3;ACDP3,Metal transporter CNNM3,A_23_P113405,ratio: 3.73,ratio_log2fc: 1.90,,p-value: 0.013999
A887C,,C2D2B_HUMAN,CC2D2B,Coiled-coil and C2 domain containing 2B,A_24_P417664,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A887F,,CLVS1_HUMAN,CLVS1;CRALBPL;RLBP1L1,Clavesin-1,A_24_P269551,ratio: 0.11,ratio_log2fc: -3.24,,p-value: 0.013999
A8885,,MUC20_HUMAN,MUC20;UNQ2782/PRO7170;UNQ2782,Mucin 20,A_23_P92225,ratio: 5.59,ratio_log2fc: 2.48,,p-value: 0.009839
A888G,,IL22_HUMAN,IL22;ILTIF;ZCYTO18,Interleukin-22 precursor,A_23_P427516,ratio: 0.13,ratio_log2fc: -2.90,,p-value: 0.014902
A888J,X,HS3S4_HUMAN,HS3ST4;3OST4,Heparan sulfate glucosamine 3-O-sulfotransferase 4,A_24_P290225,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A8895,,NALP7_HUMAN,NLRP7;NALP7;NOD12,NACHT-;LRR- and PYD-containing protein 7,A_23_P16384,ratio: 0.13,ratio_log2fc: -2.89,,p-value: 0.013999
A889E,,G3V435,TTC6-locus,N-terminally extended Tetratricopeptide repeat protein 6,A_24_P393596,ratio: 0.17,ratio_log2fc: -2.57,,p-value: 0.013999
A889G,,IL23A_HUMAN,IL23A;SGRF;UNQ2498/PRO5798,SGRF precursor,A_23_P76078,ratio: 0.2,ratio_log2fc: -2.31,,p-value: 0.013999
A889J,,TEX19_HUMAN,TEX19,Testis-expressed sequence 19 protein,A_23_P375165,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A8901,,NHRF4_HUMAN,PDZD3;IKEPP;NHERF4,Na(+)/H(+) exchange regulatory cofactor NHE-RF4,A_23_P35977,ratio: 21.95,ratio_log2fc: 4.46,,p-value: 0.013999
A8906,X,NSF1C_HUMAN,NSFL1C;UBXN2C,NSFL1 cofactor P47,A_24_P65864,ratio: 3.51,ratio_log2fc: 1.81,,p-value: 0.013999
A890B,,COG4_HUMAN,COG4,Conserved oligomeric Golgi complex subunit 4,A_23_P320717,ratio: 7.76,ratio_log2fc: 2.96,,p-value: 0.007161
A890K,,LRR3C_HUMAN,LRRC3C,Similar to Leucine-rich repeat-containing 3,A_24_P935608,ratio: 0.21,ratio_log2fc: -2.25,,p-value: 0.01419
A8910,,ORML1_HUMAN,ORMDL1;HSPC202;ADOPLIN1,Adoplin-1,A_24_P922732,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A8912,,OS9_HUMAN,OS9;OS-9,Protein OS-9 precursor,A_24_P270166,ratio: 3.43,ratio_log2fc: 1.78,,p-value: 0.01397
A891C,X,TEX35_HUMAN,Tex35;TEX35,Uncharacterized protein C1ORF49,A_23_P74723,ratio: 0.15,ratio_log2fc: -2.71,,p-value: 0.013999
A891K,,MAGA9_HUMAN,MAGEA9;MAGE9;MAGEA9A,Melanoma-associated antigen 9,A_32_P29965,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A8923,,PCOC1_HUMAN,PCOLCE;PCPE1,Procollagen C-proteinase enhancer protein precursor,A_23_P251499,ratio: 3.89,ratio_log2fc: 1.96,,p-value: 0.013999
A8924,,PCOC2_HUMAN,PCOLCE2;PCPE2;UNQ250/PRO287,Procollagen C-terminal proteinase enhancer protein 2,A_23_P57709,ratio: 30.73,ratio_log2fc: 4.94,,p-value: 0.013291
A8925,,PD1L2_HUMAN,PDCD1LG2;B7DC;CD273,Programmed cell death 1 ligand 2 precursor,A_23_P94412,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A892H,,PLS2_HUMAN,PLSCR2,Phospholipid scramblase 2,A_23_P80508,ratio: 0.15,ratio_log2fc: -2.70,,p-value: 0.013999
A8932,,PIGS_HUMAN,PIGS;UNQ1873/PRO4316;UNQ1873,GPI transamidase component PIG-S,A_23_P66715,ratio: 3.86,ratio_log2fc: 1.95,,p-value: 0.013854
