Gene_Name	CKDdb_num_of_studies	CKDdb_Disease
DPH2L1	1	Diabetes (diabetic kidney disease)
DPH6	1	AKI (AKI)
ATPBD4	1	AKI (AKI)
DPM2	1	Dialysis (hemodialysis)
MY026	1	Dialysis (hemodialysis)
DPPA5	1	Chronic_Renal_Insufficiency (CKD)
ESG1	1	Chronic_Renal_Insufficiency (CKD)
DPY19L2	1	Chronic_Renal_Insufficiency (CKD)
UNQ3127/PRO10284	1	Chronic_Renal_Insufficiency (CKD)
UNQ3127	1	Chronic_Renal_Insufficiency (CKD)
DPY19L3	1	Chronic_Renal_Insufficiency (CKD)
DPY30	1	Chronic_rejection (Chronic_rejection)
HDPY-30	1	Chronic_rejection (Chronic_rejection)
DRAM2	1	Chronic_Renal_Insufficiency (CKD)
TMEM77	1	Chronic_Renal_Insufficiency (CKD)
UNQ154/PRO180	1	Chronic_Renal_Insufficiency (CKD)
DRD4	1	Chronic_Renal_Insufficiency (CKD)
DROSHA	1	AKI (AKI)
ETOHI2	1	AKI (AKI)
RN3	1	AKI (AKI)
DSCC1	1	Dialysis (hemodialysis)
DCC1	1	Dialysis (hemodialysis)
UNQ9337/PRO34008	1	Dialysis (hemodialysis)
DSCR3	1	AKI (AKI)
DCRA	1	AKI (AKI)
DSCRA	1	AKI (AKI)
DSCR4	1	Dialysis (hemodialysis)
DCRB	1	Dialysis (hemodialysis)
DSCRB	1	Dialysis (hemodialysis)
DSG1B	1	AKI (AKI)
DTD2	1	Diabetes (diabetic retinopathy)
DTWD2	1	Chronic_Renal_Insufficiency (CKD)
DTX1	1	Fibrosis (Interstitial fibrosis and tubular atrophy)
DUB1	2	AKI (AKI)|Dialysis (hemodialysis)
DUB2A	1	AKI (AKI)
DUOX2	1	Dialysis (hemodialysis)
LNOX2	1	Dialysis (hemodialysis)
THOX2	1	Dialysis (hemodialysis)
DUOXA2	1	Polycystic_Kidney_Disease (Autosomal Dominant Polycystic kidney disease)
DUS2L	1	Chronic_Renal_Insufficiency (CKD)
DUS2	1	Chronic_Renal_Insufficiency (CKD)
DUS4L	1	Chronic_Renal_Insufficiency (CKD)
PP35	1	Chronic_Renal_Insufficiency (CKD)
DUSP10	1	Chronic_Renal_Insufficiency (CKD)
MKP5	1	Chronic_Renal_Insufficiency (CKD)
DUSP22	1	AKI (AKI)
DUSP23	1	AKI (AKI)
LDP3	1	AKI (AKI)
DUSP26	1	Chronic_Renal_Insufficiency (Chronic kidney disease)
DUSP24	2	Chronic_Renal_Insufficiency (Chronic kidney disease)|Chronic_Renal_Insufficiency (Chronic kidney disease)
LDP4	1	Chronic_Renal_Insufficiency (Chronic kidney disease)
DUSP27	1	Chronic_Renal_Insufficiency (CKD)
DUSP7	1	Nephrosclerosis (glomerulosclerosis)
PYST2	1	Nephrosclerosis (glomerulosclerosis)
DUT	1	Diabetes (diabetic kidney disease)
DUX2	1	Dialysis (hemodialysis)
DVL1	1	Chronic_Renal_Insufficiency (CKD)
DVL2	1	Dialysis (hemodialysis)
DXO	1	Diabetes (diabetic kidney disease)
DOM3Z	1	Diabetes (diabetic kidney disease)
DOM3L	1	Diabetes (diabetic kidney disease)
DYDC2	1	Chronic_Renal_Insufficiency (CKD)
DYNAP	1	Chronic_Renal_Insufficiency (CKD)
DYNC1LI2	1	Diabetes (diabetic kidney disease)
DNCLI2	1	Diabetes (diabetic kidney disease)
LIC2	1	Diabetes (diabetic kidney disease)
DYNC2LI1	1	Dialysis (hemodialysis)
D2LIC	1	Dialysis (hemodialysis)
LIC3	1	Dialysis (hemodialysis)
DYNLL1	1	AKI (AKI)
DNCL1	1	AKI (AKI)
DYRK1B	1	Chronic_Renal_Insufficiency (Chronic kidney disease)
MIRK	1	Chronic_Renal_Insufficiency (Chronic kidney disease)
DYX1C1	1	AKI (AKI)
E2F4	1	Dialysis (hemodialysis)
E2F5	1	Dialysis (hemodialysis)
EAPP	1	Chronic_Renal_Insufficiency (CKD)
BM-036	1	Chronic_Renal_Insufficiency (CKD)
EAR10	1	remnant_kidney_model (remnant kidney model)
EARS2	1	remnant_kidney_model (remnant kidney model)
EBF1	1	AKI (AKI)
EBF2	1	ureteral_obstruction (renal tubulointerstitial injury)
COE2	1	ureteral_obstruction (renal tubulointerstitial injury)
MMOT1	1	ureteral_obstruction (renal tubulointerstitial injury)
EBLN2	1	Dialysis (hemodialysis)
GK006	1	Dialysis (hemodialysis)
ECEL1	1	Dialysis (hemodialysis)
XCE	1	Dialysis (hemodialysis)
UNQ2431/PRO4991	1	Dialysis (hemodialysis)
ECRP	1	Transplantation (acute renal allograft rejection)
EEF2K	1	Chronic_Renal_Insufficiency (CKD)
EEFSEC	1	AKI (AKI)
SELB	1	AKI (AKI)
EFCAB10	1	Chronic_Renal_Insufficiency (CKD)
EFCAB11	1	Chronic_Renal_Insufficiency (CKD)
EFCAB2	1	Chronic_Renal_Insufficiency (CKD)
EFCAB3	1	Chronic_Renal_Insufficiency (CKD)
EFCAB4A	1	Chronic_Renal_Insufficiency (CKD)
CRACR2B	1	Chronic_Renal_Insufficiency (CKD)
EFCC1	1	Dialysis (hemodialysis)
CCDC48	1	Dialysis (hemodialysis)
EFNA2	1	Dialysis (hemodialysis)
EPLG6	1	Dialysis (hemodialysis)
LERK6	1	Dialysis (hemodialysis)
EFNA4	1	Diabetes (diabetic kidney disease)
EPLG4	1	Diabetes (diabetic kidney disease)
LERK4	1	Diabetes (diabetic kidney disease)
EFNB1	1	Dialysis (hemodialysis)
EFL3	1	Dialysis (hemodialysis)
EPLG2	1	Dialysis (hemodialysis)
EFNB3	1	Dialysis (hemodialysis)
EPLG8	1	Dialysis (hemodialysis)
LERK8	1	Dialysis (hemodialysis)
EFR3A	1	AKI (AKI)
EFTUD1	1	Chronic_Renal_Insufficiency (CKD)
EFL1	1	Chronic_Renal_Insufficiency (CKD)
FAM42A	1	Chronic_Renal_Insufficiency (CKD)
EG634450	1	AKI (AKI)
EGFL6	1	Dialysis (hemodialysis)
MAEG	1	Dialysis (hemodialysis)
PP648	1	Dialysis (hemodialysis)
EGFL9	1	Dialysis (hemodialysis)
DLK2	1	Dialysis (hemodialysis)
UNQ2903/PRO28633	1	Dialysis (hemodialysis)
EGLN1	1	Dialysis (hemodialysis)
PNAS-118	1	Dialysis (hemodialysis)
PNAS-137	1	Dialysis (hemodialysis)
EGR4	1	Dialysis (hemodialysis)
EHBP1L1	1	Dialysis (hemodialysis)
EHD4	1	Diabetes (diabetic kidney disease)
HCA10	1	Diabetes (diabetic kidney disease)
HCA11	1	Diabetes (diabetic kidney disease)
EIF1B	1	Glomerulonephritis (IgA nephropathy)
GC20	1	Glomerulonephritis (IgA nephropathy)
CDA02	1	Chronic_Renal_Insufficiency (CKD)
MSTP004	1	Chronic_Renal_Insufficiency (CKD)
EIF2AK4	1	AKI (AKI)
EIF2B2	1	AKI (AKI)
EIF2C3	1	Dialysis (hemodialysis)
AGO3	1	Dialysis (hemodialysis)
EIF2C5	1	AKI (AKI)
EIF2S3Y	1	AKI (AKI)
EIF3F	1	Chronic_Renal_Insufficiency (CKD)
EIF3S5	1	Chronic_Renal_Insufficiency (CKD)
EIF3J2	1	Diabetes (diabetic retinopathy)
EIF3S1-2	1	Diabetes (diabetic retinopathy)
GM9781	1	Diabetes (diabetic retinopathy)
EIF3S6	1	Dialysis (hemodialysis)
EIF3E	1	Dialysis (hemodialysis)
INT6	1	Dialysis (hemodialysis)
EIF4A2	1	Dialysis (hemodialysis)
DDX2B	1	Dialysis (hemodialysis)
EIF4E3	1	Chronic_Renal_Insufficiency (CKD)
EIF4ENIF1	1	Dialysis (hemodialysis)
EIF4G2	1	Dialysis (hemodialysis)
DAP5	1	Dialysis (hemodialysis)
AAG1	1	Dialysis (hemodialysis)
EIG121L	1	Chronic_Renal_Insufficiency (CKD)
ELANE	1	Dialysis (hemodialysis)
ELA2	1	Dialysis (hemodialysis)
ELK4	1	Chronic_Renal_Insufficiency (Chronic kidney disease)
ELMO3	1	AKI (AKI)
ELMOD1	1	AKI (AKI)
ELMOD2	1	Chronic_Renal_Insufficiency (CKD)
ELOVL5	1	Dialysis (hemodialysis)
PRO0530	1	Dialysis (hemodialysis)
ELOVL6	1	remnant_kidney_model (remnant kidney model)
ELOVL7	1	Chronic_Renal_Insufficiency (CKD)
ELP3	1	Chronic_Renal_Insufficiency (CKD)
ELP5	1	Glomerulonephritis (IgA nephropathy)
DERP6	1	Glomerulonephritis (IgA nephropathy)
HSPC002	1	Glomerulonephritis (IgA nephropathy)
ELP6	1	Dialysis (hemodialysis)
ATP1	1	Dialysis (hemodialysis)
TMEM103	1	Dialysis (hemodialysis)
ELTD1	1	Nephrosclerosis (glomerulosclerosis)
ETL	1	Nephrosclerosis (glomerulosclerosis)
UNQ202/PRO228	1	Nephrosclerosis (glomerulosclerosis)
EME2	1	Chronic_Renal_Insufficiency (CKD)
GS125	1	Chronic_Renal_Insufficiency (CKD)
EML4	1	Chronic_Renal_Insufficiency (CKD)
EMAPL4	1	Chronic_Renal_Insufficiency (CKD)
EML6	1	AKI (AKI)
EMSY	1	Dialysis (hemodialysis)
GL002	1	Dialysis (hemodialysis)
EMX1	1	Diabetes (diabetic nephropathy)
EMX2OS	1	Glomerulonephritis (FSGS + COLL)
ENAM	1	Chronic_Renal_Insufficiency (CKD)
ENOX1	1	Dialysis (hemodialysis)
PIG38	1	Dialysis (hemodialysis)
CNOX	1	Dialysis (hemodialysis)
ENOX2	1	AKI (AKI)
COVA1	1	AKI (AKI)
ENPP5	1	Chronic_Renal_Insufficiency (CKD)
UNQ550/PRO1107	1	Chronic_Renal_Insufficiency (CKD)
UNQ550	1	Chronic_Renal_Insufficiency (CKD)
ENPP7	1	Transplantation (acute renal allograft rejection)
UNQ3077	1	Transplantation (acute renal allograft rejection)
RGLA3077	1	Transplantation (acute renal allograft rejection)
ENTHD1	1	Chronic_Renal_Insufficiency (CKD)
ENTPD1	1	Chronic_Renal_Insufficiency (CKD)
CD39	1	Chronic_Renal_Insufficiency (CKD)
ENY2	1	Dialysis (hemodialysis)
DC6	1	Dialysis (hemodialysis)
EPB41L4A-AS2	1	Dialysis (hemodialysis)
EPHA10	1	ureteral_obstruction (congenital bilateral hydronephrosis)
EPHA4	1	Diabetes (diabetic kidney disease)
HEK8	1	Diabetes (diabetic kidney disease)
SEK	1	Diabetes (diabetic kidney disease)
EPHA6	1	Chronic_Renal_Insufficiency (CKD)
UNQ6114	1	Chronic_Renal_Insufficiency (CKD)
EHK2	1	Chronic_Renal_Insufficiency (CKD)
EPHA8	1	Chronic_Renal_Insufficiency (CKD)
EEK	1	Chronic_Renal_Insufficiency (CKD)
HEK3	1	Chronic_Renal_Insufficiency (CKD)
EPHX4	1	Polycystic_Kidney_Disease (Autosomal Dominant Polycystic kidney disease)
ABHD7	1	Polycystic_Kidney_Disease (Autosomal Dominant Polycystic kidney disease)
EPHXRP	1	Polycystic_Kidney_Disease (Autosomal Dominant Polycystic kidney disease)
EPM2AIP1	1	Dialysis (hemodialysis)
MY007	1	Dialysis (hemodialysis)
EPS15	1	Diabetes (diabetic kidney disease)
AF1P	1	Diabetes (diabetic kidney disease)
ERAF	1	Dialysis (hemodialysis)
AHSP	1	Dialysis (hemodialysis)
EDRF	1	Dialysis (hemodialysis)
ERAL1	1	Dialysis (hemodialysis)
HERA	1	Dialysis (hemodialysis)
ERA	1	Dialysis (hemodialysis)
ERBB2	1	Diabetes (diabetic kidney disease)
HER-2	1	Diabetes (diabetic kidney disease)
HER2	1	Diabetes (diabetic kidney disease)
ERBB3	1	Diabetes (diabetic nephropathy)
C-ERBB-3	1	Diabetes (diabetic nephropathy)
HER3	1	Diabetes (diabetic nephropathy)
ERC2-IT1	1	Dialysis (hemodialysis)
PO42	1	Dialysis (hemodialysis)
ERCC5	1	Diabetes (diabetic kidney disease)
ERCM2	1	Diabetes (diabetic kidney disease)
XPG	1	Diabetes (diabetic kidney disease)
ERCC6	1	Chronic_Renal_Insufficiency (CKD)
CSB	1	Chronic_Renal_Insufficiency (CKD)
ERCC6-PGBD3	1	Chronic_Renal_Insufficiency (CKD)
ERCC8	1	AKI (AKI)
CKN1	1	AKI (AKI)
CSA	1	AKI (AKI)
ERGIC3	1	Chronic_Renal_Insufficiency (CKD)
ERV46	1	Chronic_Renal_Insufficiency (CKD)
SDBCAG84	1	Chronic_Renal_Insufficiency (CKD)
ERICH4	1	Diabetes (diabetic nephropathy)
ERMP1	1	Dialysis (hemodialysis)
FXNA	1	Dialysis (hemodialysis)
ERN2	1	Dialysis (hemodialysis)
IRE2	1	Dialysis (hemodialysis)
IRE1B	1	Dialysis (hemodialysis)
ERP27	1	Chronic_Renal_Insufficiency (CKD)
UNQ781/PRO1575	1	Chronic_Renal_Insufficiency (CKD)
UNQ781	1	Chronic_Renal_Insufficiency (CKD)
ERVFRD-1	1	Chronic_Renal_Insufficiency (CKD)
ERVFRDE1	1	Chronic_Renal_Insufficiency (CKD)
UNQ6191/PRO20218	1	Chronic_Renal_Insufficiency (CKD)
ESAM	1	Glomerulonephritis (adriamycin nephropathy and Thy1.1 induced glomerulonephritis)
ESCO1	1	AKI (AKI)
ESF1	1	Dialysis (hemodialysis)
ABTAP	1	Dialysis (hemodialysis)
HDCMC28P	1	Dialysis (hemodialysis)
ESP2	1	AKI (AKI)
ESRP2	1	Diabetes (diabetic kidney disease)
RBM35B	1	Diabetes (diabetic kidney disease)
PP7059	1	Diabetes (diabetic kidney disease)
ESYT3	1	Chronic_Renal_Insufficiency (CKD)
FAM62C	1	Chronic_Renal_Insufficiency (CKD)
CHR3SYT	1	Chronic_Renal_Insufficiency (CKD)
ETAA1	1	AKI (AKI)
ETNK1	1	Polycystic_Kidney_Disease (Autosomal Dominant Polycystic kidney disease)
EKI1	1	Polycystic_Kidney_Disease (Autosomal Dominant Polycystic kidney disease)
ETOHI1	1	AKI (AKI)
ETV3	1	Chronic_Renal_Insufficiency (CKD)
METS	1	Chronic_Renal_Insufficiency (CKD)
PE1	1	Chronic_Renal_Insufficiency (CKD)
ETV3L	1	Chronic_Renal_Insufficiency (CKD)
ETV4	1	Dialysis (hemodialysis)
E1AF	1	Dialysis (hemodialysis)
PEA3	1	Dialysis (hemodialysis)
EVA1C	1	AKI (AKI)
FAM176C	1	AKI (AKI)
4931408A02RIK	1	AKI (AKI)
EVPL	1	Dialysis (hemodialysis)
EXO5	1	Chronic_Renal_Insufficiency (Chronic kidney disease)
DEM1	1	Chronic_Renal_Insufficiency (Chronic kidney disease)
EXOC2	1	Dialysis (hemodialysis)
SEC5	1	Dialysis (hemodialysis)
SEC5L1	1	Dialysis (hemodialysis)
EXOC3L1	1	AKI (AKI)
EXOC3L	1	AKI (AKI)
EXOC3L2	1	Chronic_Renal_Insufficiency (CKD)
XTP7	1	Chronic_Renal_Insufficiency (CKD)
EXOC3L4	1	Chronic_Renal_Insufficiency (CKD)
EXOC4	1	AKI (AKI)
SEC8	1	AKI (AKI)
SEC8L1	1	AKI (AKI)
EXOSC10	1	Glomerulonephritis (IgA nephropathy)
PMSCL	1	Glomerulonephritis (IgA nephropathy)
PMSCL2	1	Glomerulonephritis (IgA nephropathy)
EXOSC4	1	Glomerulonephritis (IgA nephropathy)
RRP41	1	Glomerulonephritis (IgA nephropathy)
SKI6	1	Glomerulonephritis (IgA nephropathy)
EXOSC6	1	Chronic_Renal_Insufficiency (CKD)
MTR3	1	Chronic_Renal_Insufficiency (CKD)
EXOSC7	1	Dialysis (hemodialysis)
RRP42	1	Dialysis (hemodialysis)
EXOSC9	1	Glomerulonephritis (IgA nephropathy)
PMSCL1	1	Glomerulonephritis (IgA nephropathy)
EXT1	1	Diabetes (diabetic kidney disease)
EYA1	1	Dialysis (hemodialysis)
EYA2	1	Dialysis (hemodialysis)
EAB1	1	Dialysis (hemodialysis)
EYA4	1	Dialysis (hemodialysis)
F2RL2	1	Dialysis (hemodialysis)
F2RL3	1	Dialysis (hemodialysis)
F630007L15RIK	1	AKI (AKI)
F830045P16RIK	1	AKI (AKI)
F8A1	1	Chronic_Renal_Insufficiency (CKD)
F8A	1	Chronic_Renal_Insufficiency (CKD)
F8A2	1	Chronic_Renal_Insufficiency (CKD)
F8C	2	Nephrosclerosis (glomerulosclerosis)|Nephrosclerosis (glomerulosclerosis)
FAAH2	1	Diabetes (diabetic nephropathy)
AMDD	1	Diabetes (diabetic nephropathy)
FAAP20	1	Chronic_Renal_Insufficiency (CKD)
FP7162	1	Chronic_Renal_Insufficiency (CKD)
FABP9	1	AKI (AKI)
FAHD2A	1	Chronic_Renal_Insufficiency (CKD)
CGI-105	1	Chronic_Renal_Insufficiency (CKD)
FAM102A	1	Dialysis (hemodialysis)
EEIG1	1	Dialysis (hemodialysis)
FAM104A	1	Chronic_Renal_Insufficiency (CKD)
FAM104B	1	Chronic_Renal_Insufficiency (CKD)
FAM105B	1	Chronic_Renal_Insufficiency (CKD)
FAM106A	1	Dialysis (hemodialysis)
FAM109B	1	Diabetes (diabetic nephropathy)
FAM112A	1	Chronic_Renal_Insufficiency (CKD)
GTSF1L	1	Chronic_Renal_Insufficiency (CKD)
FAM115C	1	Chronic_Renal_Insufficiency (CKD)
FAM139A	1	Chronic_Renal_Insufficiency (CKD)
FAM115E	1	Diabetes (diabetic nephropathy)
FAM117A	1	Dialysis (hemodialysis)
FAM117B	1	Chronic_Renal_Insufficiency (CKD)
ALS2CR13	1	Chronic_Renal_Insufficiency (CKD)
FAM118B	1	AKI (AKI)
FAM120AOS	1	Glomerulonephritis (IgA nephropathy)
FAM120B	1	AKI (AKI)
CCPG	1	AKI (AKI)
KIAA1838	1	AKI (AKI)
FAM124B	1	Chronic_Renal_Insufficiency (CKD)
FAM127A	1	Diabetes (diabetic kidney disease)
CXX1	1	Diabetes (diabetic kidney disease)
MAR-08	1	Diabetes (diabetic kidney disease)
FAM131A	1	Diabetes (diabetic kidney disease)
UNQ715/PRO1378	1	Diabetes (diabetic kidney disease)
UNQ715	1	Diabetes (diabetic kidney disease)
FAM133A	1	Chronic_Renal_Insufficiency (CKD)
FAM134C	1	Chronic_Renal_Insufficiency (CKD)
FAM136A	1	AKI (AKI)
FAM13B	1	Diabetes (diabetic kidney disease)
FAM13B1	1	Diabetes (diabetic kidney disease)
KHCHP	1	Diabetes (diabetic kidney disease)
FAM13C1	1	Chronic_Renal_Insufficiency (CKD)
FAM13C	1	Chronic_Renal_Insufficiency (CKD)
FAM150A	1	Chronic_Renal_Insufficiency (CKD)
UNQ9433/PRO34745	1	Chronic_Renal_Insufficiency (CKD)
UNQ9433	1	Chronic_Renal_Insufficiency (CKD)
FAM154B	1	AKI (AKI)
FAM160A1	1	Chronic_Renal_Insufficiency (CKD)
FAM163A	1	Chronic_Renal_Insufficiency (CKD)
NDSP	1	Chronic_Renal_Insufficiency (CKD)
FAM167B	1	AKI (AKI)
SEC	1	AKI (AKI)
BC030183	1	AKI (AKI)
FAM169B	1	AKI (AKI)
FAM173A	1	Dialysis (hemodialysis)
RJD7	1	Dialysis (hemodialysis)
FAM175A	1	Chronic_Renal_Insufficiency (CKD)
ABRA1	1	Chronic_Renal_Insufficiency (CKD)
CCDC98	1	Chronic_Renal_Insufficiency (CKD)
FAM175B	1	Chronic_Renal_Insufficiency (CKD)
ABRO1	1	Chronic_Renal_Insufficiency (CKD)
FAM182A	1	Dialysis (hemodialysis)
FAM188A	1	Diabetes (diabetic nephropathy)
FAM189A1	1	Dialysis (hemodialysis)
TMEM228	1	Dialysis (hemodialysis)
FAM192A	1	Diabetes (diabetic nephropathy)
NIP30	1	Diabetes (diabetic nephropathy)
CDA10	1	Diabetes (diabetic nephropathy)
FAM196B	1	AKI (AKI)
FAM19A4	1	Chronic_Renal_Insufficiency (CKD)
TAFA4	1	Chronic_Renal_Insufficiency (CKD)
FAM201A	1	Diabetes (diabetic nephropathy)
FAM206A	1	AKI (AKI)
BC026590	1	AKI (AKI)
FAM20C	1	AKI (AKI)
FAM210B	1	AKI (AKI)
FAM211A	1	AKI (AKI)
FAM211B	1	Dialysis (hemodialysis)
FAM212A	1	Glomerulonephritis (IgA nephropathy)
FAM212B	1	Dialysis (hemodialysis)
FAM219A	1	Chronic_Renal_Insufficiency (CKD)
FAM21B	1	Glomerulonephritis (IgA nephropathy)
FAM221A	1	Diabetes (diabetic nephropathy)
FAM228B	1	Polycystic_Kidney_Disease (Autosomal Dominant Polycystic kidney disease)
FAM25	1	Chronic_Renal_Insufficiency (CKD)
FAM27E3	1	Chronic_Renal_Insufficiency (CKD)
FAM29A	1	Dialysis (hemodialysis)
HAUS6	1	Dialysis (hemodialysis)
DGT6	1	Dialysis (hemodialysis)
FAM30A	1	Dialysis (hemodialysis)
HSPC053	1	Dialysis (hemodialysis)
FAM32A	1	ureteral_obstruction (unilateral ureteral obstruction)
CGI-144	1	ureteral_obstruction (unilateral ureteral obstruction)
OTAG12	1	ureteral_obstruction (unilateral ureteral obstruction)
FAM35A	1	Dialysis (hemodialysis)
FAM45A	1	Chronic_Renal_Insufficiency (CKD)
FAM46A	1	Glomerulonephritis (IgA nephropathy)
XTP11	1	Glomerulonephritis (IgA nephropathy)
FAM46B	1	Diabetes (diabetic nephropathy)
FAM47E	1	Diabetes (diabetic kidney disease)
FAM49A	1	Diabetes (diabetic retinopathy)
D12ERTD553E	1	Diabetes (diabetic retinopathy)
FAM53A	1	AKI (AKI)
FAM53C	1	Chronic_Renal_Insufficiency (CKD)
STSG4523	1	Chronic_Renal_Insufficiency (CKD)
FAM57A	1	Diabetes (diabetic kidney disease)
CT120	1	Diabetes (diabetic kidney disease)
FAM63A	1	Dialysis (hemodialysis)
FAM69B	1	AKI (AKI)
PIP49	1	AKI (AKI)
FAM71E2	1	Chronic_Renal_Insufficiency (CKD)
FAM73B	1	Chronic_Renal_Insufficiency (CKD)
FAM81B	1	AKI (AKI)
FAM83A	1	Chronic_Renal_Insufficiency (CKD)
TSGP	1	Chronic_Renal_Insufficiency (CKD)
BJ-TSA-9	1	Chronic_Renal_Insufficiency (CKD)
FAM83E	1	Dialysis (hemodialysis)
FAM83H	1	AKI (AKI)
FAM86A	1	Dialysis (hemodialysis)
SB153	1	Dialysis (hemodialysis)
FAM86B1	1	Dialysis (hemodialysis)
FAM89B	1	Chronic_Renal_Insufficiency (CKD)
MTVR1	1	Chronic_Renal_Insufficiency (CKD)
FAM8A1	1	Dialysis (hemodialysis)
AHCP	1	Dialysis (hemodialysis)
FAM90A1	1	Dialysis (hemodialysis)
FAM98A	1	Diabetes (diabetic kidney disease)
MTMR15	1	Dialysis (hemodialysis)
FANCA	1	Dialysis (hemodialysis)
FAA	1	Dialysis (hemodialysis)
FACA	1	Dialysis (hemodialysis)
FANCB	1	AKI (AKI)
BC022692	1	AKI (AKI)
FANCC	1	Dialysis (hemodialysis)
FAC	1	Dialysis (hemodialysis)
FACC	1	Dialysis (hemodialysis)
FANCF	1	Chronic_Renal_Insufficiency (CKD)
FANCG	1	AKI (AKI)
FANCL	1	Diabetes (diabetic kidney disease)
PHF9	1	Diabetes (diabetic kidney disease)
FANCM	1	AKI (AKI)
FAR2	1	Chronic_Renal_Insufficiency (CKD)
MLSTD1	1	Chronic_Renal_Insufficiency (CKD)
FARSB	1	Diabetes (diabetic retinopathy)
FARSL	1	Diabetes (diabetic retinopathy)
FARSLB	1	Diabetes (diabetic retinopathy)
FASTK	1	Chronic_Renal_Insufficiency (CKD)
FASTKD1	1	AKI (AKI)
FASTKD5	1	Chronic_Renal_Insufficiency (CKD)
UBOX5	2	Chronic_Renal_Insufficiency (CKD)|Dialysis (hemodialysis)
FATE1	1	Chronic_Renal_Insufficiency (CKD)
FATE	1	Chronic_Renal_Insufficiency (CKD)
FATP	1	cisplatin_induced (cisplatin-induced nephrotoxicity)
FATP1	1	cisplatin_induced (cisplatin-induced nephrotoxicity)
FAU	1	Dialysis (hemodialysis)
FBRS	1	AKI (AKI)
FBXL14	1	Chronic_Renal_Insufficiency (CKD)
FBL14	1	Chronic_Renal_Insufficiency (CKD)
FBXL16	1	Chronic_Renal_Insufficiency (CKD)
FBL16	1	Chronic_Renal_Insufficiency (CKD)
CG14134	1	Chronic_Renal_Insufficiency (CKD)
FBXL17	1	Chronic_Renal_Insufficiency (CKD)
FBL17	1	Chronic_Renal_Insufficiency (CKD)
FBX13	1	Chronic_Renal_Insufficiency (CKD)
FBXL4	1	Chronic_Renal_Insufficiency (CKD)
FBL4	2	Chronic_Renal_Insufficiency (CKD)|Dialysis (hemodialysis)
FBL5	2	Chronic_Renal_Insufficiency (CKD)|Dialysis (hemodialysis)
FBXL5	1	Dialysis (hemodialysis)
FBXL8	1	Dialysis (hemodialysis)
FBL8	1	Dialysis (hemodialysis)
FBXO16	1	Chronic_Renal_Insufficiency (CKD)
FBX16	1	Chronic_Renal_Insufficiency (CKD)
FBXO17	1	Chronic_Renal_Insufficiency (CKD)
FBG4	1	Chronic_Renal_Insufficiency (CKD)
FBX17	1	Chronic_Renal_Insufficiency (CKD)
FBXO2	1	Dialysis (hemodialysis)
FBX2	1	Dialysis (hemodialysis)
FBXO22	1	Chronic_Renal_Insufficiency (CKD)
FBX22	1	Chronic_Renal_Insufficiency (CKD)
FBXO24	1	Dialysis (hemodialysis)
FBX24	1	Dialysis (hemodialysis)
FBXO32	1	Chronic_Renal_Insufficiency (CKD)
FBXO34	1	Chronic_Renal_Insufficiency (CKD)
FBX34	1	Chronic_Renal_Insufficiency (CKD)
FBXO36	1	Diabetes (diabetic nephropathy)
FBXO4	1	Chronic_Renal_Insufficiency (CKD)
FBX4	1	Chronic_Renal_Insufficiency (CKD)
RGAG4	1	Chronic_Renal_Insufficiency (CKD)
FBXO42	1	Dialysis (hemodialysis)
FBX42	1	Dialysis (hemodialysis)
JFK	1	Dialysis (hemodialysis)
FBXO43	1	AKI (AKI)
FBXO47	1	AKI (AKI)
FBXO7	1	Dialysis (hemodialysis)
FBX7	1	Dialysis (hemodialysis)
FBXO8	1	Chronic_Renal_Insufficiency (CKD)
MST051	1	Chronic_Renal_Insufficiency (CKD)
FBS	1	Chronic_Renal_Insufficiency (CKD)
FBXW16	1	AKI (AKI)
FBXW18	1	AKI (AKI)
FBXW24	1	AKI (AKI)
FBXW5	1	Glomerulonephritis (IgA nephropathy)
FBW5	1	Glomerulonephritis (IgA nephropathy)
PP3971	1	Glomerulonephritis (IgA nephropathy)
FCAMR	1	Chronic_Renal_Insufficiency (CKD)
FKSG87	1	Chronic_Renal_Insufficiency (CKD)
FCER2	1	Diabetes (diabetic nephropathy)
FCGBPL1	2	Glomerulonephritis (adriamycin nephropathy and Thy1.1 induced glomerulonephritis)|Glomerulonephritis (adriamycin nephropathy and Thy1.1 induced glomerulonephritis)
9530053A07RIK	1	Glomerulonephritis (adriamycin nephropathy and Thy1.1 induced glomerulonephritis)
RGD1311906	1	Glomerulonephritis (adriamycin nephropathy and Thy1.1 induced glomerulonephritis)
FCHSD2	1	Diabetes (diabetic kidney disease)
SH3MD3	1	Diabetes (diabetic kidney disease)
FCRL3	1	Chronic_Renal_Insufficiency (CKD)
FCRH3	1	Chronic_Renal_Insufficiency (CKD)
IFGP3	1	Chronic_Renal_Insufficiency (CKD)
FCRL5	1	Chronic_Renal_Insufficiency (CKD)
FCRH5	1	Chronic_Renal_Insufficiency (CKD)
IRTA2	1	Chronic_Renal_Insufficiency (CKD)
FCRL6	1	AKI (AKI)
FEM1C	1	Chronic_Renal_Insufficiency (CKD)
FEM1A	1	Chronic_Renal_Insufficiency (CKD)
FEN1	1	Diabetes (diabetic retinopathy)
FEN-1	1	Diabetes (diabetic retinopathy)
FEZ2	1	Dialysis (hemodialysis)
FGD1	1	Chronic_Renal_Insufficiency (CKD)
FGDY	1	Chronic_Renal_Insufficiency (CKD)
