CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	RVIS_ExAC_0.05%(AnyPopn)	%RVIS_ExAC_0.05%(AnyPopn)	EdgeCase_EVS	OEratio%tile_EVS	RVIS_ExAC_0.1%(AnyPopn)	%RVIS_ExAC_0.1%(AnyPopn)	RVIS_ExAC_0.01%	%RVIS_ExAC_0.01%
AGAP6	AGAP6	AGAP6	AGAP6	AGAP6	1.158538661	93.1690862	Unassessed	Unassessed	1.081408419	92.07879043	1.03597188	92.19324137
REEP3	REEP3	REEP3	REEP3	REEP3	-0.058326533	46.24420216	Y	34.69645868	-0.169926745	40.12408891	-0.127551575	42.11192097
COL13A1	COL13A1	COL13A1	COL13A1	COL13A1	-0.057867717	46.25624962	N	64.96627319	-0.189029349	38.80489127	-0.007346416	50.20179507
CDH23	CDH23	CDH23	CDH23	CDH23	-0.961671301	9.601831215	N	58.37147675	-1.604067096	3.102222758	-0.133557602	41.64809349
KIAA0913	ZSWIM8	ZSWIM8	ZSWIM8	ZSWIM8	-3.019443967	0.674658153	N	Unassessed	-2.635078892	0.819227757	-2.888957937	0.650563219
SFTPA1	SFTPA1	SFTPA1	SFTPA1	SFTPA1	0.303592569	69.41750497	N	73.79547097	0.271787417	69.24884043	0.607588845	82.66971869
LIPK	LIPK	LIPK	LIPK	LIPK	0.800946985	87.31401723	N	59.76873043	0.961909116	90.51261972	0.853283365	88.91633034
LIPN	LIPN	LIPN	LIPN	LIPN	-0.056923828	46.32853443	N	96.63936401	-0.116474096	43.57568821	-0.154865044	40.17227878
DMBT1	DMBT1	DMBT1	DMBT1	DMBT1	5.927501277	99.88554906	N	72.91616478	6.19112147	99.88554906	5.750617615	99.84940666
JAKMIP3	JAKMIP3	JAKMIP3	JAKMIP3	JAKMIP3	-0.665186786	16.37853141	N	33.37147675	-0.56995819	19.3783507	-0.613796611	17.65556292
FRG2B	FRG2B	FRG2B	FRG2B	FRG2B	2.165688109	98.67477863	Unassessed	Unassessed	2.547703276	99.03620264	2.18480257	98.53020902
PHRF1	PHRF1	PHRF1	PHRF1	PHRF1	-1.088525989	7.836877297	N	32.45603469	-1.076633828	7.294741281	-0.601733764	18.1374616
AP2A2	AP2A2	AP2A2	AP2A2	AP2A2	-1.644995957	3.162460093	N	8.082389786	-1.495068213	3.566050238	-1.045401846	7.915185832
MUC6	MUC6	MUC6	MUC6	MUC6	14.38925696	99.9819288	N	87.01517707	15.67745153	99.9819288	18.38972002	99.98795253
MUC5B	MUC5B	MUC5B	MUC5B	MUC5B	13.35066934	99.96988133	N	57.66682727	14.70645946	99.97590507	14.7925285	99.97590507
TRIM21	TRIM21	TRIM21	TRIM21	TRIM21	0.163471992	61.55653274	N	15.82751144	-0.228613647	36.15444853	0.035568114	53.32811276
OR52N4	OR52N4	OR52N4	OR52N4	OR52N4	0.746740499	85.98879586	N	95.79619369	1.092845091	92.26552617	0.922182213	90.31986025
OR52L1	OR52L1	OR52L1	OR52L1	OR52L1	1.488779088	96.19300042	N	85.02168152	1.286192634	94.4822601	1.061289078	92.58478405
LMO1	LMO1	LMO1	LMO1	LMO1	-0.202814005	36.71465574	Y	2.397012768	-0.335923028	30.08252515	-0.27510112	32.74501536
MRVI1	MRVI1	MRVI1	MRVI1	MRVI1	1.407227359	95.64484067	N	86.31052758	1.239760534	94.03650383	1.515667623	96.40383109
PARVA	PARVA	PARVA	PARVA	PARVA	-0.493352543	22.05891211	Y	17.1826066	-0.48925967	22.60707186	-0.308909287	30.85356304
ZDHHC13	ZDHHC13	ZDHHC13	ZDHHC13	ZDHHC13	-0.376826521	27.39594	N	35.49144784	-0.118085436	43.46726101	-0.096379153	44.00337329
C11orf41	KIAA1549L	KIAA1549L	KIAA1549L	KIAA1549L	-0.479234579	22.558882	N	Unassessed	-1.631813327	2.945605686	-1.684785306	2.891392085
C11orf94	C11orf94	C11orf94	C11orf94	C11orf94	0.614446504	82.35648455	Y	95.04336305	0.487127139	78.73019698	0.671953697	84.55514728
CHRM4	CHRM4	CHRM4	CHRM4	CHRM4	-0.573954654	19.26389977	N	4.619368827	-0.857134338	10.93910005	-0.870525817	10.95717125
C11orf31	C11orf31	C11orf31	C11orf31	C11orf31	-0.012402315	49.42473345	Y	83.0703445	0.086201694	58.08686224	0.012850059	51.78001325
CTNND1	CTNND1	CTNND1	CTNND1	CTNND1	-0.443221077	24.13107644	N	60.94314623	-0.072777083	47.03331125	0.292288078	69.49581351
DTX4	DTX4	DTX4	DTX4	DTX4	-0.711730091	15.16173724	N	22.48253433	-0.443544275	24.35395458	-0.423328061	25.0587314
PATL1	PATL1	PATL1	PATL1	PATL1	-0.054739446	46.40081923	N	26.680318	-0.283676532	33.20884284	-0.31282231	30.6668273
EEF1G	EEF1G	EEF1G	EEF1G	EEF1G	-0.397755721	26.36588157	Y	15.69501325	-0.322860785	30.85356304	-0.555905991	19.68556111
TMEM223	TMEM223	TMEM223	TMEM223	TMEM223	0.44136987	75.91108969	N	96.11539388	0.646194921	83.59737365	0.377499659	73.94132884
WDR74	WDR74	WDR74	WDR74	WDR74	0.079283502	55.88819951	N	72.69934955	-0.351398466	28.98620565	0.093430555	57.44834649
CAPN1	CAPN1	CAPN1	CAPN1	CAPN1	0.181431651	62.70104211	N	51.42134425	-0.423953765	25.33582314	-0.19324148	37.83507018
EHBP1L1	EHBP1L1	EHBP1L1	EHBP1L1	EHBP1L1	1.185868514	93.56665261	N	53.19802457	0.491326389	78.82055298	0.387171893	74.39913258
PCNXL3	PCNXL3	PCNXL3	PCNXL3	PCNXL3	-1.461510467	4.168423589	N	25.03613587	-2.157792251	1.409553641	-1.615878187	3.228721161
KDM2A	KDM2A	KDM2A	KDM2A	KDM2A	-2.054529081	1.81916752	N	6.582751144	-1.751660026	2.523944341	-1.985489927	1.843262454
ANO1	ANO1	ANO1	ANO1	ANO1	-0.316073369	30.38973556	N	41.95374609	-0.61930061	17.50496958	-0.422055671	25.17318234
PLEKHB1	PLEKHB1	PLEKHB1	PLEKHB1	PLEKHB1	0.434488184	75.59785555	N	83.05829921	0.036056478	54.4123848	0.559480105	81.16378531
MRPL48	MRPL48	MRPL48	MRPL48	MRPL48	-0.226869067	35.37136317	Y	83.72079017	-0.183390848	39.22655262	-0.212048396	36.79898801
PPME1	PPME1	PPME1	PPME1	PPME1	0.287034906	68.53803988	Y	49.14478439	0.257920784	68.36937534	0.26633758	68.06216493
XRRA1	XRRA1	XRRA1	XRRA1	XRRA1	1.35457503	95.17498946	N	60.84678391	1.98017532	98.05433408	1.757521955	97.43991326
SPCS2	SPCS2	SPCS2	SPCS2	SPCS2	0.083195142	56.18938618	Y	13.43652132	0.121271611	60.40599964	0.091503964	57.35799048
NEU3	NEU3	NEU3	NEU3	NEU3	1.305831435	94.76537558	N	56.25150566	0.960293416	90.47647732	0.911769354	90.13312451
ODZ4	TENM4	TENM4	TENM4	TENM4	0.12503885	59.13499187	N	Unassessed	-0.105279949	44.38889224	0.204476866	64.40575869
PCF11	PCF11	PCF11	PCF11	PCF11	-0.967956431	9.505451479	N	27.1079258	-1.07162683	7.385097283	-1.304859641	5.01174628
CCDC67	CCDC67	CCDC67	CCDC67	CCDC67	0.477282154	77.2784772	N	72.04288123	0.255500885	68.2007108	0.462612915	77.55556894
HEPHL1	HEPHL1	HEPHL1	HEPHL1	HEPHL1	1.187293924	93.58472381	N	65.0746808	0.676127658	84.44672008	1.011204588	91.86795976
AMOTL1	AMOTL1	AMOTL1	AMOTL1	AMOTL1	-0.139253438	40.69031986	N	40.62876415	-0.730238187	13.98108548	0.212983385	64.86356244
MAML2	MAML2	MAML2	MAML2	MAML2	0.779540845	86.81404735	N	83.09443508	0.665464091	84.18769954	0.227279446	65.71290886
DYNC2H1	DYNC2H1	DYNC2H1	DYNC2H1	DYNC2H1	0.068018967	55.06294802	N	60.6721272	-1.243344754	5.361122824	-0.261176019	33.52810072
ELMOD1	ELMOD1	ELMOD1	ELMOD1	ELMOD1	0.213308409	64.49009096	Y	72.91014213	-0.025133768	50.16565267	0.174041787	62.5384013
ZC3H12C	ZC3H12C	ZC3H12C	ZC3H12C	ZC3H12C	-0.771248782	13.49316306	N	36.43700313	-0.707416872	14.65574363	-0.650839223	16.36648395
FDXACB1	FDXACB1	FDXACB1	FDXACB1	FDXACB1	0.688623976	84.56719475	N	56.0828716	0.882411547	89.00668634	0.667346937	84.38648274
IL18	IL18	IL18	IL18	IL18	0.293132131	68.86934522	Y	19.51337027	0.038071679	54.70754774	0.106451584	58.37600145
ANKK1	ANKK1	ANKK1	ANKK1	ANKK1	3.142677755	99.48798265	N	76.16237051	3.800582296	99.65664719	3.591062423	99.63255226
CLDN25	CLDN25	CLDN25	CLDN25	CLDN25	-0.076447707	45.08162159	Y	20.69983137	-0.136468282	42.19625324	-0.207508619	37.00379495
DDX6	DDX6	DDX6	DDX6	DDX6	-0.402285611	26.11288477	Y	25.24692845	-0.412993341	25.82374556	-0.440206987	24.35395458
CCDC153	CCDC153	CCDC153	CCDC153	CCDC153	0.919212156	89.51267996	N	80.41435799	0.922330907	89.77772423	0.78765442	87.5429191
ROBO3	ROBO3	ROBO3	ROBO3	ROBO3	0.44526273	76.0556593	N	75.84919297	-0.04254488	48.91873983	0.003657403	50.9788567
CCDC15	CCDC15	CCDC15	CCDC15	CCDC15	1.187568694	93.59677128	N	67.33317273	0.211887027	65.9538582	0.651746405	83.95879766
DDX25	DDX25	DDX25	DDX25	DDX25	-0.498663579	21.84808144	N	50.98169116	-0.49006408	22.54683453	-0.279665424	32.51008975
FLI1	FLI1	FLI1	FLI1	FLI1	-0.371514526	27.72724535	N	11.30450494	-0.511266444	21.57701343	-0.668368075	15.74001566
ZBTB44	ZBTB44	ZBTB44	ZBTB44	ZBTB44	-0.329339269	29.77531474	N	11.6056372	-0.171939719	39.90121077	-0.325813553	29.93193181
GLB1L3	GLB1L3	GLB1L3	GLB1L3	GLB1L3	0.403393725	74.22444431	N	67.8631655	0.467209313	77.95313535	0.387193026	74.41118005
CACNA2D4	CACNA2D4	CACNA2D4	CACNA2D4	CACNA2D4	-0.448708109	23.89615083	N	63.91833293	-0.760811451	13.23414252	-0.312891068	30.6306849
CACNA1C	CACNA1C	CACNA1C	CACNA1C	CACNA1C	-1.577206682	3.511836636	N	6.094916887	-2.092827274	1.560146979	-1.741911222	2.650442744
NOP2	NOP2	NOP2	NOP2	NOP2	0.369497294	72.6221312	N	94.97711395	0.397474104	75.1039094	0.812294382	88.04891272
C12orf53	PIANP	PIANP	PIANP	PIANP	-0.017714714	49.09342811	Y	Unassessed	-0.308592032	31.77519427	-0.17500415	38.90127101
ACSM4	ACSM4	ACSM4	ACSM4	ACSM4	0.736113037	85.80206012	N	69.16405685	0.95989016	90.46442985	1.197787503	93.92205289
A2M	A2M	A2M	A2M	A2M	-0.287657572	31.87759774	N	75.45772103	0.075726179	57.32787181	0.06736411	55.67736883
DERA	DERA	DERA	DERA	DERA	-0.175010591	38.36515873	N	28.31245483	-0.177665031	39.52171556	-0.21465655	36.62429974
PIK3C2G	PIK3C2G	PIK3C2G	PIK3C2G	PIK3C2G	1.986647821	98.21697488	N	84.71452662	1.532765149	96.33154629	1.444177723	95.98819348
AEBP2	AEBP2	AEBP2	AEBP2	AEBP2	-0.375887465	27.46822481	Y	0.252951096	-0.308189884	31.78724173	-0.352450367	28.57056804
SLCO1B7	SLCO1B7	SLCO1B7	SLCO1B7	SLCO1B7	1.703128413	97.25317752	N	91.29125512	1.525269263	96.28335642	1.954531939	98.06638154
BCAT1	BCAT1	BCAT1	BCAT1	BCAT1	-0.09082047	43.98530209	N	85.09395326	0.076446656	57.37606168	0.053125477	54.65333414
C12orf77	C12orf77	C12orf77	C12orf77	C12orf77	0.357796768	72.09806638	N	98.62683691	0.27219103	69.30305403	0.321591676	71.16438769
C12orf71	C12orf71	C12orf71	C12orf71	C12orf71	0.393876916	73.80278296	N	72.54878343	0.437380521	76.67610385	0.389834194	74.60393952
DENND5B	DENND5B	DENND5B	DENND5B	DENND5B	-1.060242581	8.216372508	N	32.78125753	-1.170769667	6.102042046	-1.054508905	7.764592494
AMN1	AMN1	AMN1	AMN1	AMN1	-0.264514169	33.23293777	Y	8.636473139	-0.3012566	32.20287934	-0.127551575	42.11192097
SENP1	SENP1	SENP1	SENP1	SENP1	-0.755310523	13.92687188	N	26.9212238	-0.573666543	19.26389977	-0.521468187	20.95656888
KANSL2	KANSL2	KANSL2	KANSL2	KANSL2	-0.229994602	35.23884103	N	42.0621537	0.042586683	54.93644961	-0.12366499	42.32877537
MLL2	MLL2	KMT2D	KMT2D	KMT2D	-5.184334326	0.078308536	N	25.42760781	-5.280036591	0.078308536	-6.392759347	0.054213602
TMPRSS12	TMPRSS12	TMPRSS12	TMPRSS12	TMPRSS12	1.078701308	92.1269803	N	93.50156589	0.88685093	89.12716101	0.669338628	84.47683874
HIGD1C	HIGD1C	HIGD1C	HIGD1C	HIGD1C	0.400758677	74.09794591	Y	95.16983859	0.522199463	79.90482501	0.424954923	76.08577797
SMAGP	SMAGP	SMAGP	SMAGP	SMAGP	0.664121725	83.80218059	Y	99.51818839	0.528728363	80.10963195	0.501651366	79.00126498
SLC4A8	SLC4A8	SLC4A8	SLC4A8	SLC4A8	-2.124533886	1.656526715	N	11.12382558	-1.723919291	2.590205409	-1.73711664	2.662490211
SCN8A	SCN8A	SCN8A	SCN8A	SCN8A	-3.087082536	0.644539486	N	3.246205734	-2.875447881	0.644539486	-3.032658435	0.590325884
KRT3	KRT3	KRT3	KRT3	KRT3	1.143202453	93.0425878	N	41.49000241	0.43375064	76.50743931	0.467150635	77.70013855
ZNF740	ZNF740	ZNF740	ZNF740	ZNF740	0.420280504	74.977411	Y	31.32980005	0.410858855	75.64604542	0.151946957	61.11077646
SP7	SP7	SP7	SP7	SP7	-0.346678291	28.87777845	N	37.56323777	-0.227808074	36.17854346	-0.319317832	30.18492862
ATF7	ATF7	ATF7	ATF7	ATF7	-0.299972969	31.22101078	N	33.91953746	-0.192336672	38.50972833	0.016082852	52.04505753
PPP1R1A	PPP1R1A	PPP1R1A	PPP1R1A	PPP1R1A	-0.004905577	50.03313053	N	89.49650687	0.051132102	55.58701283	0.151294201	61.05053912
TESPA1	TESPA1	TESPA1	TESPA1	TESPA1	1.207255986	93.82567315	N	53.2281378	1.050433339	91.70531896	0.687514405	84.94066622
IKZF4	IKZF4	IKZF4	IKZF4	IKZF4	0.469003313	76.92910066	N	22.59696459	-0.145415299	41.54569002	0.020620593	52.35829167
ANKRD52	ANKRD52	ANKRD52	ANKRD52	ANKRD52	-0.771248782	13.49316306	N	16.95374609	-0.576084403	19.1614963	-1.193619221	6.089994579
APOF	APOF	APOF	APOF	APOF	0.388562977	73.53773869	N	52.15008432	0.699236711	85.0972833	0.310526895	70.58610927
BAZ2A	BAZ2A	BAZ2A	BAZ2A	BAZ2A	-1.352809358	4.945485212	N	63.32209106	-1.075305904	7.318836215	-1.227587436	5.650262032
PRIM1	PRIM1	PRIM1	PRIM1	PRIM1	0.55945604	80.57948316	Y	55.22163334	0.313387419	71.21860129	0.328738814	71.57400157
DCTN2	DCTN2	DCTN2	DCTN2	DCTN2	0.034923895	52.85223782	N	94.68802698	0.133121756	61.13487139	0.34303316	72.39322932
PPM1H	PPM1H	PPM1H	PPM1H	PPM1H	-0.239054952	34.71477622	N	59.53986991	-0.269004679	33.93169086	0.107725516	58.46033371
C12orf56	C12orf56	C12orf56	C12orf56	C12orf56	0.557105734	80.49515089	N	56.59479643	0.45003616	77.2061924	0.503572189	79.09162099
PTPRB	PTPRB	PTPRB	PTPRB	PTPRB	-0.5793877	19.08318776	N	66.35750422	-0.44344932	24.35997831	-0.779119219	12.98716945
ZDHHC17	ZDHHC17	ZDHHC17	ZDHHC17	ZDHHC17	-0.275918315	32.57032709	N	22.56082872	-0.21353896	37.07005602	-0.372613944	27.57665201
PPP1R12A	PPP1R12A	PPP1R12A	PPP1R12A	PPP1R12A	-0.519130584	20.91440275	N	30.87810166	-0.976618952	8.740437323	-0.401885367	26.10686103
TSPAN19	TSPAN19	TSPAN19	TSPAN19	TSPAN19	0.469954482	76.99536173	Y	54.20982896	0.189798145	64.55032829	0.415847726	75.72435395
RASSF9	RASSF9	RASSF9	RASSF9	RASSF9	0.639112512	83.07330884	N	77.23440135	0.346036399	72.68839227	1.03788658	92.22336004
VEZT	VEZT	VEZT	VEZT	VEZT	0.958087057	90.30781278	N	76.51770658	0.669082129	84.27805554	0.367054087	73.50159629
ARL1	ARL1	ARL1	ARL1	ARL1	-0.028177933	48.29227155	Y	2.511443026	-0.016991825	50.73790735	0.083703806	56.77368833
CCDC53	CCDC53	CCDC53	CCDC53	CCDC53	0.110997316	58.10493344	Y	32.37171766	0.148198194	61.96012288	0.043397975	53.93048612
C12orf42	C12orf42	C12orf42	C12orf42	C12orf42	0.608962003	82.17577254	N	86.76222597	0.455759444	77.41702307	0.826616235	88.33202819
MAPKAPK5	MAPKAPK5	MAPKAPK5	MAPKAPK5	MAPKAPK5	-0.023027081	48.74405156	N	23.90387858	-0.046739202	48.67779049	-0.254308897	34.05818927
OAS3	OAS3	OAS3	OAS3	OAS3	1.704419324	97.25920125	N	83.2450012	1.416859824	95.53641347	0.641326001	83.73591952
VSIG10	VSIG10	VSIG10	VSIG10	VSIG10	0.29889731	69.17655563	N	70.66971814	0.282427714	69.73073911	0.197410585	64.00216854
SUDS3	SUDS3	SUDS3	SUDS3	SUDS3	-0.558022258	19.66748991	Y	5.576969405	-0.460722486	23.67929643	-0.415503086	25.48039275
SRRM4	SRRM4	SRRM4	SRRM4	SRRM4	0.121296544	58.83380519	N	57.0705854	0.08870109	58.23143184	0.344306304	72.42937172
PXN	PXN	PXN	PXN	PXN	0.269530784	67.48991025	N	28.37268128	0.040168846	54.79790374	0.83245896	88.45852659
KNTC1	KNTC1	KNTC1	KNTC1	KNTC1	0.7836774	86.92849828	N	70.59142375	0.269971548	69.01993856	-0.272017008	32.8594663
DENR	DENR	DENR	DENR	DENR	0.309689981	69.73676285	Y	52.57769212	0.183268326	64.17083308	0.122051888	59.36389374
RILPL1	RILPL1	RILPL1	RILPL1	RILPL1	0.022896883	51.96072526	Y	20.80221633	0.078058935	57.53870249	0.103188324	58.14107584
ZMYM2	ZMYM2	ZMYM2	ZMYM2	ZMYM2	-1.416279255	4.44551533	N	12.28017345	-1.863031679	2.138425396	-1.824251523	2.373351003
ZDHHC20	ZDHHC20	ZDHHC20	ZDHHC20	ZDHHC20	0.11849363	58.71333052	N	17.79089376	0.244457699	67.67664599	0.073293222	56.10505391
GTF3A	GTF3A	GTF3A	GTF3A	GTF3A	0.080065743	55.96048431	N	93.88701518	-0.046739202	48.67779049	0.071335543	55.95446057
NBEA	NBEA	NBEA	NBEA	NBEA	-2.906953975	0.746942955	N	9.792821007	-1.948400192	1.867357388	-2.022857543	1.71676405
DOCK9	DOCK9	DOCK9	DOCK9	DOCK9	-2.22300776	1.469790976	N	27.72223561	-1.420828685	4.029877718	-1.824441198	2.367327269
FAM70B	TMEM255B	TMEM255B	TMEM255B	TMEM255B	1.13273854	92.86789952	N	Unassessed	0.9880286	90.9041624	1.268649984	94.57261611
GAS6	GAS6	GAS6	GAS6	GAS6	0.065530242	54.88825974	N	53.35461335	0.39827896	75.12800434	0.240296487	66.56827902
RPGRIP1	RPGRIP1	RPGRIP1	RPGRIP1	RPGRIP1	0.396368294	73.9172339	N	75.09636232	0.220522744	66.32130595	-0.608002495	17.90253599
CHD8	CHD8	CHD8	CHD8	CHD8	-2.361431018	1.246912837	N	19.81450253	-2.463703817	0.981868562	-2.240566576	1.331245106
REM2	REM2	REM2	REM2	REM2	0.423244694	75.11595687	N	75.746808	0.416984218	75.89301849	0.406087706	75.36895368
HOMEZ	HOMEZ	HOMEZ	HOMEZ	HOMEZ	0.031795437	52.61128848	N	51.28884606	-0.166214868	40.29877718	0.105768003	58.28564544
RABGGTA	RABGGTA	RABGGTA	RABGGTA	RABGGTA	-0.274515361	32.61851696	N	63.96049145	-0.160087474	40.67224866	-0.182831488	38.47358593
NYNRIN	NYNRIN	NYNRIN	NYNRIN	NYNRIN	-1.510403842	3.885308114	N	33.9376054	-1.631813327	2.945605686	-1.57619642	3.391361966
SDR39U1	SDR39U1	SDR39U1	SDR39U1	SDR39U1	1.78610267	97.57845913	N	40.04456757	1.756541139	97.27727245	1.364225477	95.33763026
SFTA3	SFTA3	SFTA3	SFTA3	SFTA3	0.293132131	68.86934522	Y	26.51770658	0.16940162	63.24317812	0.323551089	71.32100476
C14orf183	C14orf183	C14orf183	C14orf183	C14orf183	0.706911996	85.1334257	N	65.08070344	0.091522298	58.38804891	0.296232331	69.79097645
GPR137C	GPR137C	GPR137C	GPR137C	GPR137C	-0.444460682	24.07083911	N	29.68561792	-0.227002752	36.2387808	0.08563053	56.90621047
EXOC5	EXOC5	EXOC5	EXOC5	EXOC5	0.107867829	57.90615023	N	6.480366177	-0.151140108	41.21438468	-0.193865126	37.81699898
KIAA0586	KIAA0586	KIAA0586	KIAA0586	KIAA0586	1.019500696	91.34389495	N	73.71717658	0.704661574	85.25390037	0.796034151	87.70555991
JKAMP	JKAMP	JKAMP	JKAMP	JKAMP	-0.331525455	29.67291127	Y	42.77282583	-0.398724671	26.55261731	-0.384954366	27.04053973
SYT16	SYT16	SYT16	SYT16	SYT16	-0.140654512	40.59394012	N	35.35894965	0.266949994	68.89344015	0.131748662	59.94217216
PLEKHH1	PLEKHH1	PLEKHH1	PLEKHH1	PLEKHH1	1.645682132	97.05439431	N	65.83955673	1.194965895	93.50039154	2.020233649	98.17480875
TTC9	TTC9	TTC9	TTC9	TTC9	0.04554926	53.57508584	Unassessed	Unassessed	0.003405162	52.23179327	-0.04109829	47.7983254
DPF3	DPF3	DPF3	DPF3	DPF3	0.103337361	57.53267875	N	29.4688027	0.284040251	69.81507138	-0.078169626	45.22016746
DNAL1	DNAL1	DNAL1	DNAL1	DNAL1	0.108031686	57.91217397	Y	90.21320164	0.010741445	52.75585808	0.006354874	51.3041383
YLPM1	YLPM1	YLPM1	YLPM1	YLPM1	-2.17974695	1.554123246	N	75.10840761	-2.635309095	0.813204024	-2.578406635	0.927654961
PROX2	PROX2	PROX2	PROX2	PROX2	0.639112512	83.07330884	N	86.91881474	0.346036399	72.68839227	0.603669559	82.49503042
ZDHHC22	ZDHHC22	ZDHHC22	ZDHHC22	ZDHHC22	0.320933389	70.27287513	Y	46.45868465	0.196327976	65.00813204	0.058345619	55.08704295
TMEM63C	TMEM63C	TMEM63C	TMEM63C	TMEM63C	0.020388577	51.69568098	N	10.55769694	-0.866486271	10.67405578	-1.007704138	8.52960665
NOXRED1	NOXRED1	NOXRED1	NOXRED1	NOXRED1	-0.48960361	22.17938678	N	49.66875452	-0.309798981	31.60652973	-0.402510221	26.08878983
DIO2	DIO2	DIO2	DIO2	DIO2	-0.067387132	45.70808987	Y	65.47819802	-0.087532968	45.82254081	-0.113255877	42.93717246
EML5	EML5	EML5	EML5	EML5	-2.68212787	0.897536293	N	24.05444471	-2.345344113	1.102343232	-1.742446565	2.644419011
CCDC88C	CCDC88C	CCDC88C	CCDC88C	CCDC88C	2.183038613	98.71694476	N	47.59696459	1.249493872	94.14493103	3.143870536	99.45786398
CCNK	CCNK	CCNK	CCNK	CCNK	-0.434619922	24.59490392	Y	3.51120212	-0.398724671	26.55261731	-0.384954366	27.04053973
ZNF839	ZNF839	ZNF839	ZNF839	ZNF839	1.687981318	97.21101138	N	60.4191761	1.82759879	97.54834046	1.694456271	97.24113005
ASPG	ASPG	ASPG	ASPG	ASPG	0.921221154	89.55484609	N	44.92893279	0.461886669	77.69411481	0.212358161	64.8213963
KIAA0284	CEP170B	CEP170B	CEP170B	CEP170B	0.956240469	90.30178905	N	Unassessed	1.18070046	93.30160834	1.096364964	93.00042166
AHNAK2	AHNAK2	AHNAK2	AHNAK2	AHNAK2	37.30152868	100	N	68.73644905	40.09623612	100	39.5805276	100
GABRA5	GABRA5	GABRA5	GABRA5	GABRA5	-0.464767142	23.14920788	N	3.679836184	-0.42032882	25.51051141	-0.487659615	22.26371905
GABRG3	GABRG3	GABRG3	GABRG3	GABRG3	-0.531778941	20.48671767	N	6.010599855	-0.517797362	21.37823023	-0.527964209	20.70357207
MTMR10	MTMR10	MTMR10	MTMR10	MTMR10	0.648792374	83.38051925	N	41.21296073	0.275091556	69.38136257	-0.067136507	45.81049334
SCG5	SCG5	SCG5	SCG5	SCG5	-0.067387132	45.70808987	Y	50.19874729	0.17512465	63.55641226	0.103840939	58.17721824
FMN1	FMN1	FMN1	FMN1	FMN1	0.815490914	87.6694175	N	79.51096121	0.800134587	87.48268177	0.638074555	83.65158725
RYR3	RYR3	RYR3	RYR3	RYR3	-3.711403273	0.379495211	N	45.59142375	-5.269762385	0.084332269	-4.401358002	0.174688272
C15orf41	C15orf41	C15orf41	C15orf41	C15orf41	-0.030523809	48.12963075	N	43.5437244	-0.011670182	51.08126017	0.149988767	60.97223059
RASGRP1	RASGRP1	RASGRP1	RASGRP1	RASGRP1	-0.406193161	25.90807783	N	16.51409299	-0.623005618	17.33630504	-0.329727121	29.72712487
DLL4	DLL4	DLL4	DLL4	DLL4	-0.910429877	10.51743871	N	14.17730667	-1.003950756	8.252514909	-0.827637101	11.89084995
NUSAP1	NUSAP1	NUSAP1	NUSAP1	NUSAP1	0.124425233	59.1048732	N	79.86027463	-0.3999313	26.45021384	-0.069717258	45.66592374
JMJD7	JMJD7	JMJD7	JMJD7	JMJD7	0.972462317	90.56683332	N	80.82389786	0.981498369	90.7957352	0.86627168	89.23558822
PLA2G4B	PLA2G4B	PLA2G4B	PLA2G4B	PLA2G4B	1.168532892	93.28353714	N	73.74728981	1.223497693	93.84374435	1.587842447	96.77730257
FAM214A	FAM214A	FAM214A	FAM214A	FAM214A	0.050375433	53.87024878	N	55.98048663	0.306537119	70.92946208	-0.128262021	42.01554123
UNC13C	UNC13C	UNC13C	UNC13C	UNC13C	-0.322698453	30.04638275	N	61.48518429	-1.936203887	1.897476056	-1.297266089	5.059936148
FAM81A	FAM81A	FAM81A	FAM81A	FAM81A	-0.312000382	30.6848985	N	9.991568297	-0.247399866	35.1605325	-0.00666476	50.28010361
HERC1	HERC1	HERC1	HERC1	HERC1	-6.429196083	0.054213602	N	27.9209829	-5.513654416	0.060237335	-6.813076299	0.024094934
MTFMT	MTFMT	MTFMT	MTFMT	MTFMT	0.578194712	81.26016505	N	56.63093231	0.422706317	76.10384917	0.294926694	69.70062044
PTPLAD1	PTPLAD1	PTPLAD1	PTPLAD1	PTPLAD1	0.125207559	59.1590868	N	84.76873043	0.167384773	63.02029998	0.233831504	66.27311608
SLC24A1	SLC24A1	SLC24A1	SLC24A1	SLC24A1	0.02710322	52.24384073	N	75.22886052	-0.024244564	50.26805614	0.021243871	52.4366002
DENND4A	DENND4A	DENND4A	DENND4A	DENND4A	-1.226807293	6.240587916	N	57.57046495	-0.331328029	30.24516595	-0.954455452	9.366905608
PIAS1	PIAS1	PIAS1	PIAS1	PIAS1	-1.263321934	5.752665502	N	1.776680318	-1.134082899	6.547798325	-1.360022672	4.541895067
ITGA11	ITGA11	ITGA11	ITGA11	ITGA11	0.40386763	74.26058671	N	25.86123826	-0.077212261	46.6477923	-0.252448146	34.14252153
ANP32A	ANP32A	ANP32A	ANP32A	ANP32A	-0.156890075	39.47352569	Y	3.463020959	-0.07979426	46.49719896	-0.13469949	41.59990362
TLE3	TLE3	TLE3	TLE3	TLE3	-1.603592561	3.331124631	N	2.312695736	-1.723110437	2.596229143	-1.440646708	4.041925185
CT62	CT62	CT62	CT62	CT62	0.214091234	64.52623336	Y	59.18453385	0.148198194	61.96012288	0.043397975	53.93048612
