Gene_Name	GWAS_hits	GWAS_max_P_VALUE	GWAS_min_P_VALUE	GWAS_max_OR	GWAS_min_OR	GWAS_tissue_trait_flag
NLGN2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NLGN4Y	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NLK	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NLN	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NLRP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AIMP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NLRP13	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NLRP14	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NKAP	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NKAIN3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AIM2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NKAIN2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NHLH2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NHLRC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NHLRC2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NHLRC3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NHLRC4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NHP2L1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NHS	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NHSL2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NID1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NIF3L1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NIM1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AIPL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NINL	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NIP7	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NIPA1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NIPA2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NIPAL3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NIPAL4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NIPSNAP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NIPSNAP3A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NIPSNAP3B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NIT1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NIT2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NLRP2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NLRP4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOTCH2NL	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOB1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NODAL	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AIM1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOL12	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOL3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOL6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOL7	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOL8	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOL9	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOLC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOM1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NONO	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOP10	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOP14	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOP16	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOP2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOP56	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOP58	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOP9	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AIG1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AIFM2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOSIP	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AIFM1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NOC3L	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NNT	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NLRP5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NNMT	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NLRP7	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NLRP8	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NLRP9	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NLRX1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NMBR	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NMD3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NME1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NME1-NME2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NME3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NME4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NME5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NME6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NME9	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NMI	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NMNAT1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NMRK1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NMRK2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NMS	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NMT1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NMT2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NMU	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NMUR1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NNAT	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NTSR2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUAK2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR2A42	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10H5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10C1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10G2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10G3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10G4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10G7	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10G8	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10G9	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10H1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10H2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10H3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10H4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10J5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUB1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10K1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10K2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10Q1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10R2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10S1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10T2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10V1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10W1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10X1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR11A1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR11G2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10AG1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10AD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10A7	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10A6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OMD	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OMG	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OMP	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ONECUT1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ONECUT2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OOEP	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OPA3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OPALIN	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OPHN1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OPN1LW	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OPN1MW	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OPN1MW2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OPN3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OPN4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OPN5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OPRD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OPRK1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OPRL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OPTC	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10A2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10A3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10A4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR10A5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR11H1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR11H12	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR11H4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1E2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1G1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1I1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1J1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1J2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1J4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1K1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1L1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1L3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1L4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1L6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1L8	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1M1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1N1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1N2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1Q1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1S1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1S2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR2A1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR2A12	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR2A14	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR2A2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR2A25	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR2A4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1F1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1E1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR11H6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1D5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR12D2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR13A1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR13C2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR13C3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR13C4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR13C5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR13C8	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR13C9	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR13D1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR13F1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR13G1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR13H1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR13J1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR14A16	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR14C36	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR14I1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR14J1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR14K1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1A1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1A2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1B1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1C1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OR1D2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OMA1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OLR1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OLIG2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUMB	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP133	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP153	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP155	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP188	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP210	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP214	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP35	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP43	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP50	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP54	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP62	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP85	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP88	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP98	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUPL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUPL2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUSAP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUTF2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUTM1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUTM2A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUTM2B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUTM2D	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NVL	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUP107	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUGGC	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NXF1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUFIP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUBP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUBPL	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUCB1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AGTR1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDCD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDCD2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDCD3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT11	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT13	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT14	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT16	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT16L1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT17	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT18	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT21	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT22	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT7	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NUDT8	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NWD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NXF2B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OLIG1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OCRL	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ODC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ODF1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ODF2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ODF2L	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ODF3L1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ODF3L2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OFD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OGDH	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OGDHL	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OGFOD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OGFR	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OGFRL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OGG1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OGN	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OGT	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OIP5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OLAH	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OLFM1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OLFM3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AGRN	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OLFML1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OLFML2A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OLFML3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ODAM	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OCM2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NXF3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OCM	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NXF5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NXNL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NXNL2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NXPE2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NXPE3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NXPH1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NXPH3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NXT1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NXT2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
NYX	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OAS2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OAT	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OAZ1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OAZ2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OAZ3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AGTPBP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OBSCN	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OBSL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OC90	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OCEL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OCIAD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OCIAD2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
OCLM	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
MAMSTR	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
MAMDC4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
GPIHBP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ICK	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HYOU1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HYPK	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IAH1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IAPP	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IARS	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IARS2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IBA57	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IBSP	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ICA1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ANKRD20A2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ICAM2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ANKRD20A1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HSPG2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ICT1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ID1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ID3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IDH2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IDH3A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IDH3B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IDH3G	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IDI1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IDI2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IDNK	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IDO2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HYLS1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HYKK	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HYI	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HYAL4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTATIP2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTATSF1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTN1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTN3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTR1B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTR1E	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTR1F	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTR2B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTR2C	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTR3A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTR3E	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTR5A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTR5A-AS1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ANKRD20A4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTRA2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTRA3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HTRA4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HUS1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HUS1B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HUWE1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HVCN1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HYAL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
HYAL2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IDS	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IER2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IER3IP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFNA7	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFNAR2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFNB1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFNE	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFNL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFNL2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFNW1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFRD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFRG15	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFT122	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFT140	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFT172	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFT20	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFT27	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFT43	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFT46	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFT52	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFT57	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFT74	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFT80	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFT88	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IGBP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IGDCC3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ANKRD18A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFNA8	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFNA5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IER5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFNA4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IER5L	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFFO1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFFO2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFI27	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFI27L1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFI27L2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFI35	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
IFI44	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
